transcript,confidence,start,end
 Full of shit. That's my son run hurry him on who you're writing back to Harry was if you can't read it cracked you come July you've been discovered at the scene of the crime crime body. They just kids what Kroy? It's the berries here.,0.8344525098800659,752.3,780.8
 All those people tonight in the mosques there is to only his followers.,0.7334623336791992,782.7,789.3
 Death Eaters,0.9128385782241821,791.1,791.9
 Follow me. There was a man before they're all of you this way.,0.9128386378288269,793.7,801.3
 Who I don't know.,0.81383216381073,804.5,807.1
 I didn't see his face.,0.8661574125289917,809.8,811.0
Anything from the trolley dears package rubles and a licorice wand?,0.8956746459007263,839.8,844.8
 On second thought just the dribbles somehow just the Tribbles.,0.7402828335762024,847.4,851.1
 to Pumpkin Patch,0.6774402260780334,854.5,855.3
 I see. Thank you.,0.6031914949417114,857.9,862.8
" Anything sweet for you, dear?",0.9128385782241821,864.6,865.9
" Oh, no, I'm not hungry.",0.9128385782241821,867.7,868.7
" Horrible, how can a Ministry not know who conjured it?",0.8235452771186829,873.3,877.4
 The any security or large orange dad so our them so much happen right under their noses.,0.7955111861228943,878.7,886.3
" Fighting again, isn't it your scar? I'm fine.",0.9128385186195374,890.0,894.1
 You know serious and want to hear about this what you thought at the World Cup and the dream.,0.7469766139984131,897.1,903.2
 There we go.,0.7539281249046326,914.0,914.4
" Well, you don't see everyday.",0.8220458030700684,962.7,964.5
" We're all settled in and sorted. I'd like to make an announcement. This Castle will not only be your home this year, but home to some very special guests as well. See Hogwarts has been chosen.",0.9128383994102478,989.6,1004.8
 So Hogwarts has been chosen to host a legendary event for Triwizard Tournament.,0.8263673782348633,1014.9,1023.1
 For those of you who do not know the trade was a tournament brings together three schools for a series of magical contests from each School a single student is selected to compete. Let me be clear if chosen you stand alone and trust me when I say these contests are not for the faint-hearted.,0.8375476598739624,1023.9,1044.9
 But more of that laser and now please join me in welcoming but lovely lady is of the beauxbatons Academy of magic The headmistress Madam taxi bloody hell.,0.8533417582511902,1045.6,1071.8
 That's one big woman.,0.9128385782241821,1081.1,1082.4
" And now I think some the north, please drink the proud sons of durmstrang and the high Master Igor karkaroff.",0.9030798673629761,1104.8,1112.0
Viktor Krum,0.9128385782241821,1139.1,1139.9
Professor Dumbledore meiosis have traveled a long way. They will need attending to was worried about it Maxine gamekeeper Hagrid's more than capable of seeing but you know this you actually they drink only single malt whiskey,0.8695033192634583,1166.9,1182.0
" Idiot going to change soon, please.",0.9049131870269775,1188.6,1196.4
 I'd like to say a few words.,0.7391570210456848,1199.3,1200.9
 Eternal glory that is what awaits the student who wins the Triwizard Tournament but to do this that student must survive three tasks three extremely dangerous tasks Wicked for this reason the ministry of seen fit to impose a new rule to explain all this we have the head of the Department of international magical cooperation was the bottom is Crouch.,0.9128382205963135,1203.3,1230.8
I'm Moody.,0.8279474973678589,1248.0,1248.6
 I was storming the Ora Ora don't was a catcher all the sudden as Cabana Phil thanks to him. It's supposed to be mad as a Hatter that these days.,0.7285575270652771,1249.9,1259.4
My dear old friend. Thanks for coming stupid ceiling.,0.7361846566200256,1272.2,1275.3
 What's funny is drinking? Do you suppose I don't know but I don't think it's pumpkin juice.,0.6882661581039429,1283.9,1288.1
"After due consideration, the ministry has concluded that for their own safety new student under the age of 17 should be allowed to put forth their name for the Triwizard Tournament this decision.",0.9128383994102478,1296.0,1309.1
the Goblet of Fire,0.908893346786499,1337.1,1338.5
 anyone wishing to submit themselves to the tournament nearly write their name upon a piece of parchment and throw it in the frame before this hour on Thursday nights.,0.8963955044746399,1340.2,1349.1
 Do not do so lightly if chosen there's no turning back as From This Moment the Triwizard Tournament has begun.,0.9128386378288269,1350.3,1360.7
alastor Moody,0.9128385782241821,1388.0,1388.8
 X order,0.5522541999816895,1391.8,1392.8
 Ministry malcontent,0.751132607460022,1395.1,1396.6
 The new defense against the dark arts teacher. I'm here because Dumbledore asked to me end of story. Goodbye the end.,0.6883347630500793,1397.9,1404.0
 any questions,0.9128385782241821,1405.1,1405.7
 When it comes to the dark arts.,0.855839729309082,1410.1,1411.5
" I believe in a practical approach first, which of you can tell me how many unforgivable curses there are.",0.8763529062271118,1413.2,1420.6
" Freesat, and they are so named because they are unforgivable the use of any one of them will earn you a one-way ticket to as a bomb. Correct. The minister says you're too young to see what these curses dude. I say different you need to know what they're up against you need to be prepared need to find another place to put your chewing gum besides the underside of your desk. Mr. Finnegan the oh God. I'm here across classrooms.",0.8957048654556274,1422.2,1451.5
So which car shall we see? First Weasley? Yes stand.,0.8095059394836426,1454.0,1459.6
" Give us a curse. Well, my dad did tell me about one the imperius curse your father would know all about that. If the ministry quite a bit of grief a few years ago, perhaps this will show you why.",0.912838339805603,1463.7,1480.6
Beauty,0.7305859327316284,1492.0,1492.6
 I'm going with you imperio.,0.8935497999191284,1496.3,1499.8
 What did I ever do next about the window?,0.9082924723625183,1528.7,1530.8
 on herself,0.645173192024231,1534.0,1534.6
 scores of witches and wizards have claimed that they only did you know who's bidding?,0.9128386974334717,1547.1,1553.5
" Under the influence of the imperius curse, but here's the rub. How do we sort out the liars?",0.9128386974334717,1554.8,1561.7
 another another,0.9060537815093994,1564.7,1565.6
Faster Sprout tells me you have an aptitude for herbology.,0.9128385782241821,1574.9,1578.6
" This is Liam the cruciatus curse, correct? Correct? Come come tickly masty.",0.8213029503822327,1580.6,1588.6
 the torture curse,0.9081131815910339,1592.3,1593.6
 Crozier,0.6371370553970337,1595.2,1596.3
 Stop it.,0.9128385782241821,1610.0,1610.6
 Perhaps you could give us the last unforgivable curse Miss Granger.,0.9007783532142639,1631.7,1634.7
 Avada Kedavra,0.8522070050239563,1640.5,1641.2
 the killing curse only one person is known to have survived it.,0.9128386378288269,1646.4,1651.1
 And he's sitting in this room.,0.7449083924293518,1652.8,1654.1
"Really, isn't it completely demented of course terrifying be in the same room. He's really been there. He's up to even the art. There's a reason those curses are unforgivable problem in a classroom. I needed you seen it was face.",0.8240200877189636,1686.8,1702.2
never,0.5470888018608093,1706.0,1706.2
 all right.,0.7236058712005615,1709.5,1710.1
 Mom will have a cup of tea. I want to show you something.,0.7467464804649353,1712.1,1714.2
So Glory brilliant winning three years from now when we welcome to be chosen. Yeah rather you than me. Well that's done. It cooked it up just this morning. It's not going to work.,0.9087375998497009,1763.7,1781.9
" Oh, yeah, and why is that Granger? You see this? This is an age line dumb little drew it himself. So.",0.9128386378288269,1783.6,1791.7
 So a genius like Dumbledore couldn't possibly Fall by daughter's pathetically dim-witted as an aging potion at that's why so brilliant because it's so pathetically dim-witted girl.,0.7629862427711487,1794.6,1805.2
" ready, Fred ready Josh Bottoms Up",0.9128385186195374,1807.4,1810.4
" Yeah, you said you said?",0.7457807660102844,1827.0,1839.3
" so Tom, Bass",0.7406565546989441,1889.2,1891.1
 Now the moment you've all been waiting for but Champion selection.,0.9038671255111694,1894.9,1899.8
The Deb said Champion is Victor crap chapter of beauxbatons. Is Fair article.,0.776389479637146,1931.9,1955.6
 Hogwarts Champion Cedric Diggory,0.8068615198135376,1966.8,1969.0
" We now have our three Champions, but in the end only one will go down in history. Only one will hoist this Chalice of Champions this vessel of victory for Triwizard car.",0.8593012094497681,1981.1,2002.4
How many?,0.7159667611122131,2028.5,2028.7
 Harry Potter,0.9128385782241821,2032.3,2033.2
"All right, honor.",0.7286530137062073,2041.0,2042.1
"The fire just want to be able to shootings to do it for you. Absolutely. Sure. Yes, sir. And of course he is lying Elias the god of the fire is exceptionally powerful magical object only an exceptionally powerful confundus. Charm could have Hoodwinked it magic Way Beyond the tons of a",0.9024856090545654,2121.6,2138.8
 Here you seem to have given this a fair bit of thought mad. I was once my job to think as dark Wizards do karkaroff perhaps you remember that's present help out of stock be this to your body.,0.7921954393386841,2139.1,2152.5
 The rules are absolute.,0.9128385782241821,2154.9,2156.0
 the Goblet of Fire constitutes a binding magical contract,0.9128385186195374,2158.3,2161.3
 Mr. Potter has no choice.,0.824070930480957,2163.5,2165.0
 He is as of tonight.,0.9128385782241821,2166.5,2168.8
 I try wizard champion.,0.693962574005127,2170.7,2172.0
 This can't go on Albus.,0.8410856127738953,2200.7,2202.0
 First the dark mark know this what do you suggest whenever?,0.9025254845619202,2203.1,2207.3
 Put an end to it.,0.9128385782241821,2209.3,2210.4
" Don't let Potter compete you heard bharti. The rules are clear with a gentle with Bochy and his rules. And since when did you accommodate the ministry must try to find it difficult to believe this mere coincidence. However, if we are to truly discover the meaning of these events, perhaps we should for the time being",0.9049575924873352,2211.9,2233.5
" Let them unfold but do nothing. I'll frame up as bait Potter is a boy not a piece of meat, I agree.",0.7739442586898804,2235.1,2246.9
 Understeer keep an eye on Harry. Will you I can do that don't didn't know them. You must be anxious and that was it is,0.9128385186195374,2249.6,2257.2
 knowing what lies ahead,0.9128385782241821,2259.0,2260.5
" and again, we all are",0.9128385782241821,2261.9,2263.9
How did you do it?,0.9128385782241821,2279.5,2280.5
" Never mind doesn't matter might have let your best friend know though that you know what, you know, bloody. Well what I didn't ask for this to happen wrong. Okay, you're being stupid. Yes me wrong ways of Harry Potter stupid friend.",0.7408902049064636,2282.9,2301.0
 I didn't put my name in that cup. I don't want eternal glory. I just want to be,0.875623881816864,2305.7,2310.5
" Look, I don't know. What happened tonight. I don't know why.",0.8326093554496765,2313.6,2317.3
 It just did.,0.9128386378288269,2318.3,2319.2
 Okay.,0.9128385782241821,2320.4,2320.8
 piss off,0.9128385782241821,2330.7,2331.5
What a charismatic quarterback.,0.7862064838409424,2347.5,2349.2
" Hello, I'm Rita Skeeter. I write for the daily prophet.",0.9128385782241821,2351.2,2358.7
" But of course, you know that don't you it's you we don't know you're the juicy news what quirks lurk beneath those Rosy Cheeks what Mysteries to the muscles mask does courage lie beneath those curls in short what makes a champion tick",0.8779226541519165,2359.9,2381.0
 Me myself and I want to know not to mention my rabid readers. So who's filling up the Sherry? Hmm?,0.8491142988204956,2382.2,2389.7
 True start with the youngest lovely.,0.6895909309387207,2392.6,2394.6
 This is cozy. It's a broom cupboard. You should feel right at home then.,0.9128386378288269,2407.3,2413.1
" Don't mind if I use a quick light squirrel, do you? Oh, no, so tell me Harry Hayes it and me and boy of twelve fourteen about to compete against three students. Not only vastly more emotionally mature than yourself to have mastered spells that you wouldn't attempt in your dizziest Daydreams.",0.7824170589447021,2414.4,2437.0
 concerned,0.9128385782241821,2438.2,2439.3
" I don't know. I have money don't ignore the quail. Of course. You're No Ordinary Boy at well. Are you fourteen stories Legend? Do you think it was the trauma of your past that made you so Keen to enter such a dangerous tournament, but no I didn't enter cause you didn't",0.9128382802009583,2441.8,2461.2
 Everyone loves the rebel Harry.,0.8936756253242493,2464.5,2466.0
 scratch that last,0.9128386378288269,2468.3,2469.4
" Aaron's where they live, I think they feel proud or concerned that your attitude shows that best pathological need for attention. Worst psychotic death wish",0.795722246170044,2471.6,2482.7
" Hey, my eyes aren't glistening with the ghosts of my past.",0.9128385782241821,2484.5,2488.7
How do I couldn't risk sending head with ever since the World Cup? The ministry has been intercepting more and more hours and she's too easily recognized. We need to talk Harry face-to-face. Meet me in the Gryffindor common room at 1:00 this Saturday night and make sure you're alone serious PS the bird bites.,0.8920157551765442,2522.0,2544.0
serious,0.727545440196991,2555.1,2555.8
 Harry Potter age 12 suspect entrant in the Triwizard Tournament his eyes swimming with the ghosts of the past.,0.9128386974334717,2573.4,2580.8
"Serious, I don't have much time out. He said let me get straight to it. Did you or did you not put your name into the Goblet of Fire? No, I had to ask now tell me about this dream of yours. You mentioned wormtail and portable. But who was the third man in the room? I don't know. You didn't hear a name. No almost giving him much.",0.9080862998962402,2598.5,2624.9
 Today something important. I'm almost at,0.767530620098114,2625.1,2628.6
 he wanted me.,0.9128386378288269,2631.2,2633.5
" I don't know why but he was going to use his man to get to me. I mean, it was only a dream, right? Yes.",0.9128385186195374,2635.3,2644.1
 It's just a dream.,0.9128385782241821,2645.2,2646.1
 Okay.,0.5823274850845337,2647.6,2647.8
 The Death Eaters of the World Cup your name rising from that goblet. These are not just coincidences Hogwarts isn't safe anymore. What are you saying? I'm saying the devils are inside the walls Igor karkaroff. It was a Death Eater and no one no one stops being the Desi top fitness Barty Crouch out of stones and his own son to Azkaban.,0.8139060139656067,2649.2,2672.1
 My name is the goblin. I am to blow up with your name in The Goblet Harry. But who are that? It is not friend to you. People die in this tournament are not ready for the serious. You don't have a choice.,0.8542282581329346,2678.5,2689.0
 What's coming keep your friends close Harry?,0.7669190764427185,2693.4,2695.4
 Who you talking to what he says I was talking to anyone I voices maybe you're imagining things.,0.8682043552398682,2699.1,2705.0
 When be the first one.,0.7412704229354858,2706.1,2707.0
 You probably just practicing for your next interview. I expect.,0.7536658644676208,2708.5,2711.0
 amazing,0.9128385782241821,2737.7,2738.4
" Amazing Neville you're doing it again. Oh, right. Sorry.",0.8661291003227234,2741.4,2746.1
" Magical water parts of the Highland locks, it really gave it to me that that day we had tea.",0.8264912962913513,2747.8,2753.4
 10 would like me to tell you that shames told him that Dean was told by Parvati that hackers looking for you that right. Well what?,0.9128385186195374,2770.3,2781.7
Dean was told by Parvati that.,0.843350887298584,2793.2,2795.7
" Please don't ask me to say it again how good looking for Lee. Well, you can tell Ron I'm not an owl.",0.9128385782241821,2797.5,2804.3
" You bring your father's clothes. I asked you. Yeah, I brought the pope Hagrid. Where are we going? I'll see you soon enough pay attention. This is important.",0.8027717471122742,2815.8,2823.9
 What are the flower?,0.8699967861175537,2826.3,2827.2
 Have you combed your hair?,0.8685423135757446,2828.7,2830.4
" It's matter of fact, I have you might like to try the same thing now and again.",0.7551929354667664,2831.4,2835.6
 The cloak put the cloak on.,0.8767722249031067,2850.6,2851.8
 Oh swallow lamp. I thought perhaps you want to come in. I thought perhaps you had forgotten me forget you a lamb. What is it? You wanted to show me when we spoke earlier you sounded so.,0.8268334865570068,2858.9,2877.9
 so exhilarated,0.5374378561973572,2878.7,2880.1
 Glad You Came trust me Lassie many feet,0.7684213519096375,2881.3,2888.8
 dragons,0.7332684993743896,2904.0,2904.7
" That's the first task you joking come on home because seriously misunderstood creatures, although I have to admit that horntail is a right nasty piece of work. We're on nearly fainted. Just see them either.",0.7817621827125549,2905.7,2924.6
 Romans head. I'm sure his brother Charlie have to bring him over from Romania. Didn't want to tell you that.,0.9128386378288269,2926.6,2933.7
" No, it didn't you didn't tell me a thing.",0.8960244059562683,2935.9,2939.1
 Thanks.,0.8543188571929932,2958.7,2959.2
 Excuse me.,0.8874547481536865,2963.4,2963.8
" All right, you stink Potter?",0.8359767198562622,2975.8,2977.8
" Dragons, that's the first task. They've got one for each of us.",0.9128386378288269,2983.3,2987.2
 He's serious.,0.600656270980835,2989.8,2990.6
 right,0.8901997804641724,2997.8,2998.3
 Hey listen about the badges I've asked them not to wear them tomorrow.,0.8742586970329285,3000.0,3003.6
 It's not like I try to blow things up exactly.,0.7737982869148254,3005.3,3007.6
" For is pretty fascinating. You're right pal get you know that I think so. I know so we do else. Yeah, stay away from me fine.",0.7936846613883972,3010.3,3021.8
 past tense,0.7476592063903809,3025.1,3027.5
 my father and I have a bet you see I don't think you're gonna last 10 minutes in this tournament.,0.8281883001327515,3029.5,3034.7
 He disagrees.,0.7958042621612549,3037.9,3038.7
" He thinks you won't last five. I don't give a damn what your father thinks Malfoy? Yeah, he's vile and cruel and your aesthetic.",0.8381009101867676,3039.8,3048.4
" That's all right, honey. What are you doing teaching? Is that is that the student technically it's a fact.",0.854724109172821,3050.3,3070.8
 About this customer said I could tell your stories about your phone. If a car leaving your greasy hair boy staff. It doesn't end here Alistair. We never use Transfiguration as a punishment Shirley Dumbledore told you that,0.6893579959869385,3091.2,3109.0
 might have mentioned it. You will do well to remember it.,0.84149569272995,3110.2,3114.1
" Wait, you come with me?",0.7525662183761597,3115.8,3121.9
That's a full glass.,0.8514889478683472,3157.7,3159.2
 That's me. Keep an eye on my enemies.,0.7622867226600647,3160.8,3162.1
" If I can see the whites of their eyes, they're standing right behind me, hahaha.",0.832230269908905,3163.2,3167.4
 Wouldn't even bother telling you what's in there. You wouldn't believe it if I did.,0.8185638189315796,3172.0,3175.1
 now,0.9128385782241821,3176.6,3177.0
 What are you going to do about your dragon?,0.7800552845001221,3180.1,3181.6
 Oh.,0.8992113471031189,3183.1,3183.5
" Well, you know, I just thought I'd said.",0.852371335029602,3186.8,3191.1
 history Potter,0.7410357594490051,3195.9,3196.8
 your pal degree by your age. He could turn a whistle into a watch and have it sing at a time.,0.843245267868042,3198.2,3203.4
" Miss Delacour she's as much a fairy princess as I as for Crum his head may be filled with sawdust, but CarGurus is not they'll have a strategy.",0.8047781586647034,3205.1,3217.0
 And you can bet that I will play to come strengths. Mmm.,0.8002623915672302,3218.1,3222.5
 Come on.,0.9128385782241821,3226.4,3226.9
" Her strength, I don't know. Well, I can fly. I mean I'm Affair flyer but better than fair the way I heard it, but I'm not a lot of room.",0.6556192636489868,3228.5,3239.4
 You're allowed I want place your bets today's Bloodbath.,0.9067981243133545,3240.4,3257.5
You feeling okay?,0.9128386378288269,3289.6,3291.4
 The kids concentrate after that you just have to battle a dragon.,0.7883413434028625,3295.0,3299.3
" Yeah, yeah. Yeah stirring.",0.9066855907440186,3304.6,3312.4
 Goes Unfortunately today you two may even make the front page. You have no business here. This tent is for Champions and Friends.,0.9128385782241821,3316.1,3327.8
 no matter,0.9128385782241821,3331.2,3331.9
" Good day Champions gather round, please now, you've waited you've wondered and last the moment has arrived the moment. Only four of you can fully appreciate. What are you doing here? Miss Granger? Oh, sorry. I'll just go party the bag champions in a circle around me Miss Delacour over here is to come and put a Potter over here that's right now.",0.6946316361427307,3338.4,3365.1
 Mr. Lacroix if you will.,0.7153795957565308,3366.1,3367.9
 The Well Screen,0.7593750357627869,3372.7,3373.8
 mr. Crumb,0.7248951196670532,3379.0,3379.6
 the Chinese fireball,0.8853384852409363,3383.4,3384.6
 the Swedish short snout,0.800346851348877,3391.7,3393.3
 sleeves got that boy.,0.7763810753822327,3394.6,3397.2
 The Hungarian horntail these represent for hurried real dragons Each of which has been given a golden egg to protect your objective is simple collect the egg this you must do but each egg contains a clue without which you cannot. Hope to proceed to the next task and he questions.,0.8893860578536987,3402.3,3425.4
" Very well good luck Champions, just to degree the sound of the cannon you.",0.7746407389640808,3427.0,3431.6
 About champions of now face their dragons and so each one of them to proceed to the next task but now our fourth and final contestant.,0.8995693922042847,3457.1,3466.8
Bible,0.9128385782241821,3544.2,3544.8
 Diary lose a leg or an arm packing it all together go on hurry. What's the clue?,0.6618177890777588,3778.4,3790.0
 Who wants me to open it? Open it? Yeah.,0.6674026846885681,3791.7,3796.6
 the bloody hell was that,0.79450523853302,3809.3,3810.7
" All right, everyone. Go back to your knitting good. This is going to be uncomfortable enough value nose is Suds listening in?",0.8904235363006592,3815.6,3821.4
 Cracking after be barking mad to put your own name in The Goblet of Fire corn. Have you to you long enough?,0.7092016935348511,3825.9,3832.5
 Wasn't anyone I thought you'd done it everyone saying behind your back?,0.7472792267799377,3834.1,3837.8
" Brilliant, that makes me feel loads better.",0.9128385186195374,3840.7,3843.0
" Someone's about to dragons hacker told me about the dragons. No. No, I did. Oh, do you remember? I told him I need to tell you that shames told me the provided. Oh ding that I could was looking for you.",0.7642478346824646,3845.0,3856.2
 Sheamus never actually told me anything. So it was really me all along.,0.8220300674438477,3857.4,3860.7
 So it would be all right after you figured that out.,0.704436719417572,3862.5,3866.9
" Yeah, you could possibly figure that out.",0.8574629426002502,3867.9,3870.1
 It's completely mental.,0.8283689022064209,3871.5,3872.7
 spies also bit too strong,0.7327468395233154,3876.2,3877.7
" Hi, Harry.",0.9128385782241821,3906.9,3907.7
Look at this company that she's done it again.,0.8975571393966675,3921.1,3926.1
 Miss Granger a plane but Ambitious Girl seems to be developing a taste for famous Wizards. Her latest praise sources report is none other than the Bulgarian Bonbon Viktor Krum. No word yet on how Harry Potter's taking this latest emotional blow.,0.8849296569824219,3927.9,3942.8
" Fossil fuel. Mr. Weasley. Thank you, Nigel.",0.7626285552978516,3944.9,3947.8
 later,0.9128385782241821,3955.4,3956.0
 I told him I'll get him are his autograph that mom sent me something.,0.7519521713256836,3965.0,3971.4
" I'm sent me a dress. Well, it does match your eyes. Is there a bonnet aha nose down Harry Jenny. These must be for you knowing that ghastly you want a battle and not for Ginny. Therefore you dress robes restrooms for what the you ball?",0.912838339805603,3979.8,4006.9
 Has been a tradition of the Triwizard Tournament.,0.9120872616767883,4007.9,4012.5
 since its Inception,0.9128386378288269,4014.0,4015.4
" on Christmas Eve night, we and our guests Gather in the Great Hall for a night of well-mannered frivolity.",0.9128386974334717,4016.7,4026.1
" As representatives of the host school, I expect each and every one of you to put your best foot forward and I mean this literally because the you bow is first and foremost.",0.911565899848938,4028.2,4043.0
 Adele it's silence the house of godric Gryffindor has commanded the respect of the Wizard World for nearly ten centuries. I will not have you in the course of a single evening besmirching that name by behaving like a babbling bumbling band of baboons.,0.912838339805603,4044.1,4065.6
 to dance is to let the body Breeze.,0.8214666247367859,4069.0,4073.5
" Inside every girl a secret swollen Slumbers longing to burst forth and take flight something's about to burst at Valerie's made you but I don't need to swab inside every boy a lordly lion prepared to prance. Mr. Weasley. Yes when you join me, please.",0.912838339805603,4074.6,4092.1
 Place your right hand on my waist my waist cincher still to fifties.,0.8317466974258423,4098.5,4108.6
" One two, three, one, two, three, one, two, three never. Let me forget this. I never everybody come together on your feet.",0.9128385782241821,4112.2,4128.5
 Why do they have to travel in packs and I supposed to get one of their own to ask?,0.8352868556976318,4152.2,4155.9
 Tell me how are you say dragons. You can't get date. You can thank your take the dragon right now.,0.8387468457221985,4164.9,4169.8
" I take after my mum didn't know it very well. She left her I was about three. No, not the maternal sort of her broke. My dad's heart though. She was a tiny little Feller my dad. I could pick him up at the age of 6 with one on and put them up in the dresser. He laughed so hard.",0.8390507698059082,4176.8,4194.2
" And then he died just when I started school, so I said I had to make me always aware.",0.8905362486839294,4205.4,4211.4
" But enough of me, what about you?",0.9128385186195374,4212.8,4214.9
 This is mad at this rate. We'll be the only ones argue with that dance.,0.863854706287384,4232.3,4236.1
" Well, yeah, but I and he can take himself might interest you to know that never already got someone.",0.6675220727920532,4239.4,4248.1
 Now I'm really depressed.,0.9009051322937012,4251.8,4253.2
 You can everything.,0.8019394278526306,4265.1,4266.1
" Whining, oh girl.",0.786493718624115,4284.5,4286.5
 Well spotted come with me.,0.8931903839111328,4287.9,4289.5
 It's one thing for a plug to shop alone forget. It's just sad I won't be going alone because believe it or not. Someone's asked me.,0.8693279027938843,4296.5,4303.3
" And I said, yes.",0.9115288257598877,4311.2,4312.4
 She's lying wrong.,0.8314816951751709,4316.8,4317.6
 if you say so,0.9128385782241821,4318.7,4319.5
" Look, it's just got grit our teeth and do it tonight when we get back to the common room for both have Partners agreed agreed. Oh.",0.8539162278175354,4320.6,4330.4
 Harry,0.5633739829063416,4354.0,4354.4
" Watch Seven Stairs. It's basically top, okay.",0.804955005645752,4359.1,4362.1
" So yes, I just wanted if you can't maybe want to go with me.",0.619902491569519,4367.9,4376.9
" Sorry, I didn't catch that. I was just wondering if maybe you wanted to go to the ball with me.",0.7697269916534424,4379.6,4387.2
"Hurry up. I'm sorry, but someone's already asked me.",0.9072170257568359,4393.8,4397.6
 and,0.9128385782241821,4399.5,4399.9
" well, I've said I'll go with him.",0.9128385186195374,4401.5,4404.0
 Okay. Yeah great.,0.9128386378288269,4406.5,4409.1
" Fine. No problem, Harry. I really am.",0.9128385186195374,4410.4,4419.5
 Sorry.,0.9128385782241821,4420.6,4421.1
 It's okay. It's all right. It doesn't matter what happened to you. You just ask pleasure look or out what?,0.7960675954818726,4433.6,4441.7
" What did he say? No, of course. She said don't be silly as she was walking by. You know, I like it when they walk.",0.9128385186195374,4442.7,4454.9
" Nope, it just sort of slipped out. Actually, he sort of screamed her. It was a bit frightening.",0.8579413890838623,4456.1,4462.5
" What did you do then? What else around 4:00 a.m. Okay, um for this Harry Potter what got into me I Harry always looking behind.",0.7495046257972717,4464.5,4475.9
 Hey.,0.8928531408309937,4481.2,4481.6
 inhale,0.9038529396057129,4499.7,4500.3
" Those are those my dress robes. Well, there were right mol Moto G little color when I spit yours more tradition traditional their ancient. I don't know my great aunt Tessie.",0.8370603322982788,4515.2,4530.6
 Smell like my great aunt Tessie.,0.9128385186195374,4533.7,4535.8
" Murder me, Harry.",0.9128386378288269,4541.2,4542.5
" You've been alone poor kid, but she's alone in her room crying her eyes out. Hello. My name of course, come on Harry what you think she wouldn't tell us who she's coming with because we take the Mickey out of her. She did somebody asked her.",0.6656610369682312,4544.5,4560.4
 Or to take it in myself. She wants a bloody proud.,0.838665783405304,4561.7,4564.2
" Hello, boys, don't you look?",0.9128385782241821,4565.6,4567.9
" Dashing here. You are protected. Are you a potato? Ready? Ready? Professor did evidence its traditional that the three Champions will in this case for the first dance Julia told you guys no. Oh you're well now, you know, oh as for you, mr. We see human. You may proceed into the Great Hall with his particular. Oh, there you are.",0.8761087656021118,4569.6,4593.2
" Line up in the procession, please. She looks beautiful. Yeah, she does.",0.8437042832374573,4605.6,4618.9
"Mine Granger with Viktor Krum. No, absolutely.",0.6411069631576538,4667.7,4673.0
Take my waist.,0.9128386378288269,4689.1,4690.5
 What?,0.9128385782241821,4691.6,4692.0
