scene,start,end,score,query,script
51,3402.3,3425.4,76.63551401869158,The Hungarian horntail these represent for hurried real dragons Each of which has been given a golden egg to protect your objective is simple collect the egg this you must do but each egg contains a clue without which you cannot. Hope to proceed to the next task and he questions.,"These represent four very real dragons, each of which has been given a golden egg to protect. Your objective is simple: Collect the egg. This you must do, for each egg contains a clue, without which you cannot hope to survive the next task. Any questions?"
53,3809.3,3810.7,74.50980392156863,the bloody hell was that,Bloody hell. What was that!
53,3815.6,3821.4,77.60000000000001,"All right, everyone. Go back to your knitting good. This is going to be uncomfortable enough value nose is Suds listening in?","Alright, everyone! Go back to your knitting. This is going to be uncomfortable enough without all you nosy sods listening in."
53,3825.9,3832.5,67.74193548387098,Cracking after be barking mad to put your own name in The Goblet of Fire corn. Have you to you long enough?,reckon you'd have to be barking mad to put your own name in the Goblet of Fire.
53,3840.7,3843.0,86.04651162790698,"Brilliant, that makes me feel loads better.",Brilliant. That makes me feel loads better.
54,3927.9,3942.8,83.09572301425662,Miss Granger a plane but Ambitious Girl seems to be developing a taste for famous Wizards. Her latest praise sources report is none other than the Bulgarian Bonbon Viktor Krum. No word yet on how Harry Potter's taking this latest emotional blow.,"'Miss Granger, a plain but ambitious girl, seems to be developing a taste for famous wizards. Her latest prey, sources report, is none other than Bulgarian bonbon Viktor Krum. No word yet on how Harry Potter is taking this latest emotional blow.'"
56,4152.2,4155.9,85.71428571428572,Why do they have to travel in packs and I supposed to get one of their own to ask?,Why do they have to travel in packs? How're you supposed to get one on their own to ask them?
72,4320.6,4330.4,72.58687258687259,"Look, it's just got grit our teeth and do it tonight when we get back to the common room for both have Partners agreed agreed. Oh.","Look. We've just got to grit our teeth and do it. Tonight, when we get back to the common room, we'll both have partners. Agreed?"
74,4456.1,4462.5,77.21518987341773,"Nope, it just sort of slipped out. Actually, he sort of screamed her. It was a bit frightening.","Actually, he sort of screamed at her. It was a bit frightening."
77,4859.9,4864.3,87.09677419354838,To make friends think he's got a bit more than friendship on his mind.,think he's got a bit more than friendship on his mind.
77,4875.3,4877.0,86.8421052631579,You going to ask me to dance or not?,Are you going to ask me to dance or not?
86,5222.3,5233.2,72.79151943462898,I want suckling a blocked drain the other day. I could swear. I saw a bit of Polyjuice Potion not being a bad boy them. Are you Harry Polyjuice Potion?,"was circling a blocked drain the other day and could swear saw a bit of Polyjuice Potion. Not being a bad boy again, are you, Harry?"
86,5271.2,5283.2,71.11111111111111,Cause where our voices sound we cannot sing above the ground. I know along you'll have to lose.,Come seek us where our voices sound. We cannot sing above the ground. An hour long you'll have to look. To recover what we took...
86,5300.7,5303.4,70.27027027027026,There aren't more people in the Black Lake other.,"Myrtle... there aren't merpeople in the Black Lake, are there?"
87,5391.6,5393.6,67.9245283018868,Why don't you help Potter put his books back?,"Perhaps you could help Potter put back his books, Longbottom."
90,5542.5,5545.1,68.18181818181819,Oh my god. I've killed Harry Potter.,Omigod. I've killed him. I've killed Harry Potter...
93,6012.8,6019.6,68.87417218543047,Not trying to lure pattern into one of the Ministries summer internships are we lost boy went into the department of mysteries never came out?,"Bartemlous! Not trying to lure Potter into one of the Ministry's summer internships, are you? Last boy who went into the Department of Mysteries never came out."
93,6032.8,6034.0,85.71428571428572,And they say I'm not.,And they say I'm mad.
96,6126.6,6129.9,80.51948051948052,"All right, Harry. How good to see you again?",Harry! How good to see you again!
97,6255.3,6274.5,75.27216174183515,You got coming up you have been brought from Azkaban at your own request to present evidence to this Council should your testimony proved consequential counsel may be prepared to order your immediate release until such time you remain in the eyes of the ministry and convicted Death Eater. Do you accept these terms?,"Igor Karkaroff. You have been brought from Azkaban at your own request to present evidence to this council. Should your testimony prove consequential, the council may move to reduce your sentence or commute it entirely. Until such time, you remain in the eyes of the Ministry a convicted Death Eater. Do you accept these terms?"
97,6275.6,6277.4,84.84848484848484,I do sir. What do you wish to present?,What do you wish to present?
97,6390.4,6391.7,75.40983606557377,You are no son of mine.,You are no son of mine... have no son.
99,6544.4,6549.8,77.52808988764045,Congratulations your performance in the Black Lake was inspiring gillyweed. Am I correct?,"Congratulations. Your performance in the Black Lake was inspiring. Gillyweed, am correct?"
109,7530.5,7544.8,75.90361445783132,The boy who live how lies have fed your legendary? Should I reveal what really happened that night 13 years ago. Should I divulge how I truly lost my powers?,"The boy who Jived_ How lies have fed your legend, Harry. Shall reveal what really happened that night thirteen years ago? Shall divulge what truly caused me to lose my powers?"
109,7547.5,7557.7,82.1917808219178,It was love you. See when dear sweet Lily Potter gave her life for her only son. She provided the ultimate protection. I could not touch.,"It was love. mother's love. You see, when dear sweet Lily Potter gave her life for her only son, she provided the ultimate protection: could not touch him."
109,7559.6,7571.8,69.34673366834171,It was old magic something I should have foreseen. But no matter matter things have changed. Hi I can touch you.,It was old magic. Something should have foreseen. But no matter. Things have changed...
109,7762.6,7773.4,80.4953560371517,"When the connection is broken, you must get to the Pokey we can link it for a moment to give you some time. But only a moment you understand take my body back relief.","Harry... when the connection is broken, you must get to the Portkey. We can linger for a moment, to give you some time, but only a moment. Do you understand?"
111,8167.6,8171.2,71.53284671532847,Polyjuice Potion now we know who's been stealing from your store servers.,"think we now know who's been stealing from your stores, Severus."
111,8213.7,8218.4,82.4742268041237,Barty Crouch jr. I'll show you mine if you show me yours.,I'll show you mine if you show me yours.
117,8555.6,8557.5,100.0,"Everything's going to change now, isn't it?","Everything's going to change now, isn't it?"
