scene,start,end,score,query,script
60,1617.4,1622.2,73.91304347826086,"All the money in the world can't buy you style, but it can buy you a good stylist.",Exactly. All the money in the world can't buy you style.
66,1720.2,1727.3,80.98159509202453,"Wow, I haven't seen you around much. And since you blew me off for dinner. No, I'm sorry. Yeah.",I haven't seen you around too much since you blew me off for dinner.
68,1820.9,1822.9,100.0,"Hey, how about turning on the light?","Hey, how about turning on the light?"
71,2000.1,2004.1,89.65517241379311,Hi kept on calling and calling.,I kept calling and calling.
72,2045.1,2046.9,91.11111111111111,Last night. I was just worried about you.,Sara... Last night. I was just worried about you.
72,2048.1,2051.7,88.72180451127821,"You don't need to worry about me. I can take care of myself, right?",You don't need to worry about me. I can take care of myself. Okay?
79,2264.6,2266.7,67.79661016949152,So so we go to your place.,So...let's go back to your place.
86,2459.2,2461.8,100.0,Don't ever call me again.,Don't ever call me again.
89,2496.2,2500.9,95.45454545454545,And if you keep her I lose my job. Do we understand each other? Yes.,"And if you keep her, I lose my job. Do we understand each other?"
91,2610.6,2621.0,67.10239651416123,"Listen, I still technically be living here. So you wouldn't need another roommate. Her place is huge. It's not like you couldn't use the extra closet space. I don't want more space I want.","Look, I'd still technically be living here. So you wouldn't have to get a new roommate. Her place is huge and it's not like you couldn't use the extra closet space. I'd just move some of my stuff over, and spend a few nights a week there. We'd both have a lot more space."
103,2972.6,2975.4,80.70175438596492,Your wife's very pretty ex-wife.,Your wife is very pretty.
103,3003.1,3007.2,83.11688311688312,Just tell me I'll do anything. What?,Great. Just tell me and I'll do anything.
107,3099.5,3106.6,85.57692307692308,"Take your seats, please. Welcome. I'm Professor Jacobs and I'll be taking over the class for the rest of the semester.",Welcome. I'm Professor Jacobs. I'll be taking over the class for the rest of the semester.
108,3108.8,3120.9,75.14124293785311,They're calling it a leave of absence. But what I heard someone sent the dean an anonymous recording of him hitting on another student loan my God. Yeah. I know. Wow. I know those two chick call list and Karma.,"Well, they're calling it a leave of absence. But what I heard... someone sent the dean an anonymous recording of him hitting on another student."
110,3338.9,3340.0,69.38775510204081,Why would I be mad at you?,Why would you say that?
115,3369.4,3377.1,73.40425531914893,"You know, I haven't heard from Jason and weeks. It's weird how I stopped calling. That's what you wanted, right?",I haven't heard from Jason in weeks. It's weird how he just stopped calling.
115,3381.5,3382.5,70.27027027027026,"Yeah, I guess it is.",Yeah. Yeah it is.
118,3433.6,3435.9,85.0,We didn't think you'd make it. Why wouldn't I?,We didn't think you would make it.
118,3452.1,3453.4,100.0,"Come on, let me show you my room.","Come on, let me show you my room."
119,3460.2,3461.4,97.22222222222221,You didn't tell them we were coming.,You didn't tell them we were coming?
127,3642.1,3649.2,68.23529411764706,"Yeah, it's just it's nice to see where you come from.",Nice to see where you come from.
128,3661.0,3662.5,81.92771084337349,I used to come here like every day.,I used to come here like every day after school.
128,3708.9,3714.2,84.31372549019608,"Hi, I wanted to introduce you to Sarah my roommate.","Oh, I wanted to introduce you to Sara. My roommate."
129,3772.1,3773.7,82.35294117647058,Oh good. Irene's back in town.,Irene's back in town.
137,3942.5,3943.8,89.23076923076923,I just thought she was weird.,Jesus. I thought she was just weird.
137,3953.9,3955.4,83.54430379746836,I think it's time to move in with every,I think it's time I moved in with Irene.
139,4014.4,4019.5,92.19858156028369,cinnamon caffeinated a girl never knows how late she's gonna party.,It's cinnamon. Caffeinated. A girl never knows how late she's gonna party.
139,4066.5,4071.0,68.33333333333333,Well as luck would have it and only a few blocks away.,"As luck would have it, I'm only two blocks away and...no roommate."
139,4077.3,4078.4,79.16666666666666,what are we waiting for?,What are we waiting for?
146,4120.5,4124.4,92.13483146067416,I got inspired. So just lost track of time.,"Oh, I got inspired. I just lost track of time."
146,4130.8,4135.3,67.32673267326732,Rebecca I want a tattoo what the tattoo will you come with me?,I want a tattoo. Will you come with me?
151,4258.5,4262.4,71.23287671232876,What did I do? She just needs to move on. Yeah.,She just needs to move on.
160,4437.0,4441.1,68.35443037974683,I'm going to the library I can walk in. Okay?,"Hey, I'm going to hit the library."
180,4797.0,4817.4,71.20418848167539,Rebecca I'm your friend. Stop. Stop that I presented you. I protected you against not the little kid that scumbag of a professor even that loser ex-boyfriend of yours. What did you do to my God?,Stop it. Stop saying things you don't mean. I protected you. From that whore Tracy and that nasty little kitten... and That scumbag of a professor... Even that loser ex-boyfriend of yours.
