transcript,confidence,start,end
 You know tonight Tracy had her shots tomorrow. You're all mine. I want to show you the big city the right way and I promise I won't abandon you sounds good. These are the modern pieces.,0.7104867100715637,905.4,921.9
 They're a little wilder than the older stuff.,0.8238086700439453,924.1,926.1
 This is nice.,0.9128386378288269,927.8,928.6
 station again,0.7352133989334106,936.6,937.5
" Come on, I want to show you something.",0.9036461710929871,939.6,941.2
 This is my favorite.,0.9128385782241821,945.3,946.7
 I love how he captures her personality through her eyes.,0.7953246235847473,950.1,952.8
 It's like she really wants to help you.,0.9111487865447998,954.6,956.2
 It's amazing and I love it.,0.8488078117370605,962.5,963.8
 I'm so glad you liked it.,0.890824556350708,968.3,969.9
" It's not everyone's taste, you know, yeah, that's cool. Well, you don't have graffiti in Des Moines. Well, yeah Lana lips Kevin Stacy loves rubber for nothing like that smile.",0.8603569865226746,972.1,983.8
" Come on, both of us.",0.8534064292907715,988.2,989.0
" Now that is one art form. I don't get needles in skin. No, thank you. I have a tattoo.",0.8483201265335083,997.0,1002.5
" No, you don't ya do.",0.806972861289978,1003.7,1005.1
 It's my older sister. She died when I was nine. I'm sorry. It's okay. This keeps her with me.,0.8684622049331665,1008.1,1015.0
 I always wanted a sister.,0.8954890370368958,1017.0,1018.3
 Come on.,0.9128385782241821,1020.1,1020.6
 Guess my Manning is my new favorite artist.,0.839219868183136,1026.7,1029.0
 Richard Prince The Devil Wears Prada is our favorite movie. No nothing.,0.8997941017150879,1033.6,1039.5
 It's just not a classic. There's all I know that but it is about a small town girl making it in the fashion world.,0.8177744746208191,1040.7,1046.4
" Oh, yeah.",0.5570253729820251,1047.7,1050.3
Hey there. Look at you. Hi Kitty.,0.9128385186195374,1123.1,1127.9
 Hi.,0.9128385782241821,1131.1,1132.0
" No collar, baby.",0.6224719882011414,1133.6,1134.9
 Wow.,0.9128385782241821,1143.4,1143.8
 But you like it.,0.7770624160766602,1146.3,1147.3
Sarah,0.7010857462882996,1153.5,1154.0
" I know. I know. I know. I know I probably book about 40 different dorm rules than I should just take it to a shelter, but I just can't.",0.8278844356536865,1155.7,1162.6
 Oh.,0.9128385782241821,1164.6,1165.0
" What should we name her really? It'll be our secret. Well, I kind of already named her.",0.9128386974334717,1171.0,1177.6
 Cuddles sweetie. Is that my necklace?,0.9128385186195374,1178.6,1185.6
 Sorry.,0.9128385782241821,1188.3,1188.8
 Just trying it on just my sisters.,0.7136121988296509,1190.2,1194.2
 You can buy anything of mine except for this.,0.7785162925720215,1198.1,1200.1
 The only thing I kept verse.,0.7675102353096008,1202.6,1204.0
 I'm sorry.,0.9128385782241821,1206.7,1207.6
 Okay.,0.768768846988678,1210.4,1210.6
 Are you close to her?,0.9128385782241821,1217.2,1218.5
" and the fishermen have had since she died, so",0.761455237865448,1222.7,1224.9
 It's a little hot.,0.8778509497642517,1226.8,1227.7
 In a good way or a bad way.,0.9128385186195374,1230.7,1232.7
 anyway,0.6746591329574585,1235.4,1235.9
 Here you go.,0.6586025953292847,1241.6,1242.0
"You ordered a mocha smoothie, right? Yeah.",0.7180458903312683,1250.8,1252.6
 And there appears to be a pattern forming here.,0.9061902165412903,1262.3,1265.3
 Just because I kissed you doesn't mean I'll let you cut in line then. What does it mean?,0.9128386974334717,1267.5,1271.0
" Okay. So tonight the men of Tau Sigma Kappa will be Reviving sacred tradition frat party. Thank God. You're going to be my excuse not to go. Am I going to get my mocha? Yes. Can you get him a mocha, please?",0.8835856914520264,1272.3,1288.6
" All right, so I will see you tonight. Yes. All right.",0.6967032551765442,1292.6,1296.2
 Hey.,0.8854155540466309,1303.7,1304.1
 So Tau Sigma Kappa tonight Kim are gone. Why so you can ditch me again? Sarah the guy had a portion of hot tub. That's your apology.,0.8980593085289001,1308.4,1318.4
" Listen, I okay.",0.9128386378288269,1320.2,1321.7
" What I meant to say is I'm sorry. I totally screwed up. Forgive me, please.",0.868429958820343,1324.9,1330.3
 I forgive you.,0.9014318585395813,1332.1,1333.0
 Thank you.,0.9128385782241821,1343.6,1344.1
" Hi. Hi, you look nice. Thank you.",0.9128385186195374,1348.6,1352.1
 Richard Prince is having a showing tonight. I bought two tickets since he's your favorite artist.,0.8470548987388611,1353.5,1358.6
 I I actually have a date.,0.7566034197807312,1359.6,1361.5
 Okay.,0.9128385782241821,1364.2,1364.6
 I can reschedule. You don't have to I want to under one condition.,0.9128386378288269,1371.2,1375.2
 It's cute. There's a designer who cares what you label whore. I'm just curious. I got it at a flea market for 20 bucks. It's vintage one more thing.,0.9128384590148926,1380.0,1391.4
Perfect.,0.9128385782241821,1398.8,1399.7
 I am jumping in the shower and then we'll go.,0.8294742703437805,1401.9,1404.1
Rebecca,0.7235339283943176,1518.9,1519.5
" Hey, Tara.",0.6837649941444397,1553.3,1553.9
" Listen, something is up with your roommate. What do you mean? She was outside my room this morning?",0.9128386974334717,1556.2,1561.7
" Waiting for me. I open my door and there she was just sitting there staring like some psycho. I would she do that. You ask her I'm staying away from her. Okay, I gotta go.",0.7819900512695312,1564.3,1576.7
Contrary to popular opinion beauty is not in the eye of the beholder.,0.9128386378288269,1588.3,1593.4
" It's in the hands of the designer on time. You looking at these two options, which one's best. Is there a right or wrong in fashion? You can tell me the difference between fashion and style mrs. Matthew.",0.6915457844734192,1594.5,1607.6
 Fashions fade but style is eternal.,0.9128385186195374,1609.0,1611.3
 He said are on exactly.,0.7571231126785278,1613.0,1615.3
" All the money in the world can't buy you style, but it can buy you a good stylist.",0.9128386974334717,1617.4,1622.2
 touche,0.8802610039710999,1624.7,1625.2
" hi. Hi, thank you. How do you know what time my class got out? I'm here roommate.",0.8837763071060181,1629.4,1636.3
" Tracy said something about you scared her what? Yeah. No, it's more like she scared me. She was racing to the bathroom like she was going to her like she practically knocked me over. Well, the girl does love to party. Anyway, I wouldn't worry about it. I gotta go meet a green. Thanks again for the coffee.",0.8887931704521179,1638.1,1656.3
"Hey, finally, wow.",0.6716782450675964,1678.4,1685.7
" I so want to be you when I grow up. Hell I want to be me when I grew up. I really ready to said, you know, your dad keeps leaving me messages. I think like for this week. Yeah. Well, I hope you told him I'm closing down the library every night. I told him I haven't seen you probably know you could be a crack ho by now Perfect. All right, you're done. Thank you for coming.",0.760500431060791,1687.7,1708.2
"Wow, I haven't seen you around much. And since you blew me off for dinner. No, I'm sorry. Yeah.",0.8803569674491882,1720.2,1727.3
" Actually, I was thinking maybe dinner tonight. I'm studying so.",0.9128385782241821,1729.9,1735.2
" I see ya age of three. It's very dense, right?",0.7558404803276062,1737.7,1742.3
All right. All right. Let's go. Okay. Let's go quick before I change my mind.,0.7677469253540039,1745.8,1752.1
"Hey, how about turning on the light?",0.746272087097168,1820.9,1822.9
Hello.,0.9128385782241821,1828.1,1828.7
I know it's you.,0.9045360088348389,1866.5,1867.4
bitch,0.9128385782241821,1906.1,1906.7
 freak,0.9128385782241821,1914.9,1915.4
 A trashy little party going whore and you are bad influence on her you tell anyone about this and I will kill you.,0.7970699667930603,1930.1,1939.3
 nice,0.7019354701042175,1948.6,1948.8
 Leave a message.,0.9128386378288269,1981.6,1982.5
" Well, thank you for helping me not study anytime.",0.8952542543411255,1987.1,1991.3
 Where were you?,0.9128386378288269,1996.2,1996.9
 Hi kept on calling and calling.,0.9128385186195374,2000.1,2004.1
" Rebecca, this is Steve. I'm going to bed now.",0.8558139801025391,2005.2,2007.4
 I'm glad you're okay.,0.9128385782241821,2008.7,2009.6
" You got a curfew? No, I mean, I guess he's right I should have called. Okay?",0.7287527918815613,2016.6,2024.4
" See you later, Sarah.",0.8755600452423096,2041.8,2043.2
 Last night. I was just worried about you.,0.9006396532058716,2045.1,2046.9
" You don't need to worry about me. I can take care of myself, right?",0.9128386378288269,2048.1,2051.7
" We're good, right? Yeah, we're good.",0.9128385186195374,2056.2,2058.6
 I'm already your best friend. It's kind of sad stop it. Maybe she really likes you.,0.7962916493415833,2065.2,2074.2
 Let me know. I don't know what you mean.,0.6796581149101257,2075.4,2077.1
 You are a moron.,0.9128385782241821,2080.6,2081.8
Steve,0.9128385782241821,2152.3,2152.7
" JC JC. Hey. Hey, I heard you change Norms. Yeah, Connor Holland seem like a better Vibe. Well, we should get together grab a bite or something.",0.7508801817893982,2163.2,2177.6
" Hi Tracy, what was that all about? I don't know just walked off. Well, she's always been a flake. It's not a great view. No, it's not. It's alright, it's alright. It's about a 6 out of 10 for for wow, quite critical of a view.",0.8333373665809631,2180.6,2205.1
 so,0.9128385782241821,2207.3,2208.0
 Should we go?,0.7155864238739014,2214.5,2214.9
" But the question is my place or yours, I'll make you a bet. Okay? Hey we go to your place.",0.912308394908905,2217.8,2230.8
 You take me home to my twin bed and roommate. What's the bet?,0.9128386378288269,2233.4,2239.7
 Would you try to keep this is getting stupid best?,0.7672742605209351,2242.8,2247.1
" Why did you agree Haley? I'm kind of a stupid guy. I don't touch the ground don't it's your feet. All right, you win.",0.7726830840110779,2249.3,2262.8
 So so we go to your place.,0.9128385186195374,2264.6,2266.7
 so,0.9128385782241821,2269.1,2269.5
 Wait a second you give me 30 seconds 30 seconds. Thank you.,0.9060518741607666,2274.0,2280.9
" Almost there. I'm just gonna have to start taking my clothes off out here. Yeah, right. Oops, there goes my shirt. Yeah. I don't believe you. Damn it. Dave my striptease just gonna make you strip all over again.",0.8256512880325317,2284.6,2302.3
 You didn't have the guts.,0.8218702077865601,2304.5,2307.0
 Sarah you answered,0.5774821043014526,2345.6,2347.5
 What?,0.9128385782241821,2454.6,2455.1
 Don't ever call me again.,0.9128385782241821,2459.2,2461.8
 How are you mean?,0.6042742133140564,2462.5,2464.0
 Good morning.,0.9128385782241821,2467.4,2468.2
" Hi, you're up early.",0.9128385782241821,2469.5,2471.6
" Yeah, sorry. I didn't call I left my phone. No problem. Okay, I can t do you want to get some breakfast on?",0.9128385782241821,2473.3,2484.1
 Is this your cat? Maybe she's cute.,0.8921948075294495,2489.2,2492.9
 And if you keep her I lose my job. Do we understand each other? Yes.,0.9128386974334717,2496.2,2500.9
" Hey guys, and what took you so long. I walked you didn't I didn't cancer took Spencer. You can't just go walking around downtown l.a. By yourself. This is not Des Moines city is full of crazies. Let me make us one drink and then we'll go. Hello. Yeah, that's a great idea. Hang on. Hey, Irene. Do you like cats? Yeah, why cuz we need to get rid of one. I travel way too much. Nothing would starve to death. All right. No, she can't",0.7581465244293213,2505.3,2533.7
" Be home when I'm home by sorry, who was that? My roommate she can be a little overprotective but sounds fun. So",0.8920639157295227,2535.1,2542.9
" Where is it? Where's what you said you had a surprise for me? Oh, yeah, so I was cleaning out my closet and I have not worn any of this in the last six months you kidding me all of this. There's more. Oh, no what? Well, we don't have a lot of closet space at the dorm and Rebecca's already taking half my side just move in with me.",0.8451986908912659,2544.4,2570.0
" Seriously? Yeah, why not place is huge. I'm never home ditch that roommate of yours and",0.8776402473449707,2572.9,2578.0
 live here besides you can have pets. I'll talk to her about it good.,0.7557929754257202,2579.2,2583.5
 Irene really likes the girls all I says,0.8249385356903076,2589.7,2592.8
" just too bad. She couldn't take cuddles, huh? That might not be a problem. Really. She actually suggested that I move in with her what you want to move. No, I",0.7198771834373474,2595.1,2605.9
 I love living here with you.,0.9097893834114075,2607.8,2609.2
" Listen, I still technically be living here. So you wouldn't need another roommate. Her place is huge. It's not like you couldn't use the extra closet space. I don't want more space I want.",0.7993007302284241,2610.6,2621.0
 Just something to think about.,0.9128385782241821,2625.7,2627.1
 Nothing set in stone.,0.7202322483062744,2629.2,2630.2
 Plus we be able to keep cuddles.,0.6461742520332336,2632.1,2633.6
" Yeah, well, I was thinking maybe I stay here for Thanksgiving and see you guys at Christmas.",0.9066810607910156,2635.5,2639.7
 You know what Mom. I'm actually really swamped right now. Can I call you guys back?,0.8500004410743713,2641.1,2644.3
Oh nice and warm it is in there.,0.7769043445587158,2679.8,2681.4
" Oh my God, what's wrong?",0.7239291667938232,2689.6,2690.7
" Cool. Got out what I took her with me to do laundry, and she was in the basket she ran off and I went after her but I'm sorry, I'm gonna go find her.",0.9122084975242615,2693.5,2706.5
My name is karma. We're not allowed to keep her anyway.,0.5964483022689819,2714.7,2717.5
" It's all my fault. It was an accident. It's just stress after stress, you know.",0.8819491267204285,2720.4,2725.0
 There's something else wrong.,0.7839248776435852,2727.4,2728.5
 My parents really want me to come home for Thanksgiving. You don't want to go Emily died two days before Thanksgiving.,0.9128386378288269,2734.2,2740.7
" It hasn't always been the most festive holiday in the Mathews household and I should be there but it's like there's a ghost in the table, you know.",0.6874188184738159,2741.8,2750.8
 You can come with me spend Thanksgiving at my house. Your folks wouldn't mind please Stephen also asked me to stay.,0.8781195282936096,2758.0,2767.3
 But thank you midterm designs are due Friday.,0.8699931502342224,2768.3,2772.7
 I remember people Simplicity who was the founder of our industry.,0.755013644695282,2774.1,2778.2
 Eve when she headed out on the Fig leaf,0.7712459564208984,2780.2,2782.8
" Have a good day Sarah. Yeah, see you in my office. Sure.",0.660892903804779,2784.5,2793.4
" I love the danger in your work. It's kinky and edgy and I love the fact that there's others like dark recesses in this innocent exterior that juxtaposition. That's great. Thank you. I mean it's titles that you know, they change so rapidly in the fashion world. So you got your hero particular cut your Technique, which is what makes it so amazing and exciting exactly.",0.8559682369232178,2794.9,2818.6
 Which is why I go to Fashion Week every year in Paris to catch up on what's fresh and amazing and most exciting exciting and let's face it to go to the parties. Sure. The budget allows me to bring an assistant every year. Usually it's a senior but not always,0.8671016097068787,2819.6,2837.4
" there's a lot of talent in this class, but the best designers push the boundaries on what's acceptable.",0.9093658924102783,2838.8,2845.5
 I take chances.,0.6531338095664978,2848.1,2849.0
"You're meeting the offer still stands, sir chance of a lifetime.",0.8299970030784607,2862.5,2868.0
 What's wrong? My design Professor just kissed me.,0.7777149677276611,2876.9,2879.5
" Hey, all right, and I think the ass was married.",0.831961452960968,2880.7,2883.2
" He gonna tell Steven nah, that was cause problems.",0.7045527100563049,2887.2,2890.1
 I'm here for you. I know.,0.9128385186195374,2894.0,2896.6
 Thank you for telling me.,0.9128385782241821,2897.8,2898.9
 What can I do nothing?,0.8680221438407898,2902.4,2904.5
" Professor Roberts, that's right. I'm glad you're still here.",0.9128385186195374,2915.5,2919.0
" No, I was just leaving.",0.9128385782241821,2919.9,2921.3
" You're not a student of mine. No, not yet. That's why I'm here. I'm failing intro psych Kevin. Why is that?",0.9128386378288269,2924.9,2933.8
" I'm bored real sorry about that. I don't know what I can do to help tomorrow is the last day to drop a course, and if I don't add another one in its place and I'll fall way behind in credits that he won't take that very well.",0.9128382802009583,2935.6,2950.9
 Might even pull the plug.,0.7398601174354553,2952.8,2954.1
 Which means I'm pretty much at your mercy.,0.838188648223877,2955.9,2958.3
 I remember they don't take so my policy to take on a student's in the middle of the term toilet like just any student to you.,0.7204765677452087,2961.6,2968.5
 Your wife's very pretty ex-wife.,0.9128385782241821,2972.6,2975.4
 I have to ask you a few questions first.,0.7010356783866882,2977.4,2979.3
 Ask me anything you have any design experience none? What do you know about clothes?,0.9128027558326721,2981.0,2986.9
only one thing,0.9128386378288269,2990.1,2990.9
 I look better out of them. And then I think we can work something out.,0.847843587398529,2995.6,3002.0
 Just tell me I'll do anything. What?,0.8921230435371399,3003.1,3007.2
 kiss,0.9128385782241821,3009.4,3009.7
 Professor Roberts you're hurting me.,0.7773382067680359,3019.1,3020.9
Wow.,0.7714459300041199,3035.1,3035.4
" I'll pay for it. All right, I'll pay for that. Yes.",0.9128385782241821,3082.7,3085.6
 Come on in.,0.9128386378288269,3093.8,3094.4
 Come on in. Hello.,0.9128385782241821,3096.8,3098.0
" Take your seats, please. Welcome. I'm Professor Jacobs and I'll be taking over the class for the rest of the semester.",0.8505805730819702,3099.5,3106.6
 They're calling it a leave of absence. But what I heard someone sent the dean an anonymous recording of him hitting on another student loan my God. Yeah. I know. Wow. I know those two chick call list and Karma.,0.7669245004653931,3108.8,3120.9
 Looking for some hungry for her.,0.9128385186195374,3139.6,3143.5
 I've got to lay this down. I'm sure that you know.,0.9128385782241821,3148.5,3155.2
" Okay, I have made a decision. All right, I'm gonna quit the band what why it's a huge waste of time and we suck. Well I disagree but why would you say that? All right, let me think about this. Um-hmm the only places that we can get booked our my frat house and my girlfriend's coffee shop. It's not did you just say my girlfriend?",0.9128382205963135,3159.6,3185.9
 You heard?,0.7716639041900635,3186.1,3186.6
" So do you think it'd be fun to stay here for Thanksgiving? Yeah, you know you gotta dinner at the Frat House football games and the always awkward homoerotic humor.",0.824993908405304,3193.0,3202.7
 Wow.,0.6378860473632812,3273.4,3273.8
 I gotta wait.,0.5918776392936707,3292.8,3293.5
"You should see a doctor Rebecca you need to and then the police you're calling them. Are I am there is a psycho walking around me is I didn't even see him. It doesn't matter. You still need to talk to the police are up, please I only want you to know don't tell anybody please.",0.8712115287780762,3308.1,3326.4
" Okay, I won't tell him.",0.9024066925048828,3327.6,3328.8
Let me help you love me.,0.8058403134346008,3334.6,3335.5
 Why would I be mad at you?,0.9088927507400513,3338.9,3340.0
" Sorry again about not staying Rebecca. I get it. I'm just gonna make out with my pillow and pretend to anyways, so.",0.8898993134498596,3342.8,3351.9
 To say You're Gonna Miss Me.,0.509861171245575,3353.6,3354.8
" I will miss you. I miss you, too.",0.6859627366065979,3356.2,3359.6
"You know, I haven't heard from Jason and weeks. It's weird how I stopped calling. That's what you wanted, right?",0.9128386378288269,3369.4,3377.1
 Yeah.,0.7270101308822632,3379.5,3379.8
" Yeah, I guess it is.",0.9128385782241821,3381.5,3382.5
 This is your home. This is my parents house was never home and I lived here.,0.8536375164985657,3392.0,3397.3
Hello. Is anybody here?,0.8994663953781128,3412.8,3416.4
" Hi, Rebecca.",0.9128385782241821,3421.3,3422.3
" Hi. Hi, honey. My God, what happened? Mom? Stop? Nothing. What do you mean nothing? That's not nothing alone.",0.8508792519569397,3423.9,3430.8
 We didn't think you'd make it. Why wouldn't I?,0.8745219707489014,3433.6,3435.9
 and you are,0.9128386378288269,3439.4,3440.9
" I'm Sarah Sarah is my roommate. Hi. I'm Jeff. Nice to meet you. Hi welcome, I'm Allison. Thanks.",0.8914146423339844,3442.6,3450.8
" Come on, let me show you my room.",0.9128385186195374,3452.1,3453.4
 You didn't tell them we were coming.,0.9128385186195374,3460.2,3461.4
 They didn't need to know.,0.671358048915863,3463.2,3464.4
" Nice room, I guess.",0.9128385782241821,3471.8,3473.9
 Who is she that's just some high school work?,0.80174720287323,3480.9,3483.1
 I haven't gotten around to taking it down yet.,0.8497701287269592,3485.0,3486.8
" Sara I hope you're not a vegetarian. Oh, no, not at all.",0.6492937207221985,3487.8,3491.6
Rebecca is an awesome roommate. That's nice to hear. I'm sure she likes you because she's never brought anyone home before Dad. What as a parent you worry you protect your daughter all her life and then she goes off to college and she's on her own and you never know who she'll be exposed dad.,0.9128382802009583,3499.6,3519.3
 Sarah we're going to make up a very nice room know she'll stay with me.,0.7741507887840271,3523.7,3527.1
" Okay, wonderful.",0.8395487070083618,3528.9,3531.6
 Dad back scare me.,0.7925239205360413,3544.4,3548.8
 Why are you up so late?,0.9128385186195374,3551.0,3552.0
How you doing? Good?,0.800821840763092,3565.6,3570.8
 That's not what I meant. I'm making friends.,0.9128385186195374,3573.4,3576.0
 Rebecca look at me for a second.,0.5938348770141602,3577.9,3580.8
 My mother and I are very funny. I know.,0.757071316242218,3587.4,3589.7
"Hi, what you up to event is going to show me some of her High School Hangouts. Wonderful. Rebecca's doing really well. She's doing good. She's taking her medication.",0.8556288480758667,3604.5,3617.9
 medication,0.9128385782241821,3620.1,3620.9
 but you girls have a wonderful time.,0.9128385186195374,3623.3,3624.9
 Come on.,0.9128385782241821,3628.3,3628.7
 Is everything okay?,0.9128386378288269,3638.8,3639.9
" Yeah, it's just it's nice to see where you come from.",0.9128385782241821,3642.1,3649.2
 Come on.,0.9128385782241821,3653.0,3653.6
 It smells really good.,0.6256465315818787,3657.0,3659.5
 I used to come here like every day.,0.8768542408943176,3661.0,3662.5
 Do you know them?,0.9128385782241821,3677.7,3678.3
 That's a girl from your drawings.,0.9104855060577393,3689.9,3691.3
 Let's leave.,0.9128385782241821,3697.2,3697.9
" Hi, Maria.",0.9128385782241821,3705.2,3706.0
" Hi, I wanted to introduce you to Sarah my roommate.",0.9128385782241821,3708.9,3714.2
 Hey.,0.8872880935668945,3717.5,3717.9
Rebecca,0.9088825583457947,3733.6,3734.1
 We were never friends.,0.9128385782241821,3740.7,3742.4
" Come on, let's go.",0.9128385782241821,3747.9,3748.7
 Oh good. Irene's back in town.,0.8222841620445251,3772.1,3773.7
 Good run great.,0.6243947744369507,3792.2,3793.8
" I'm going to the studio. All right, I'll catch you later. Don't wait up. I feel inspired.",0.9128386974334717,3795.4,3801.4
 Got my pad.,0.9128386378288269,3814.6,3815.5
 Bye.,0.9052634239196777,3818.4,3818.9
 Hey.,0.8096639513969421,3880.4,3880.7
 Yeah.,0.9128385782241821,3888.6,3889.0
 It's doing my job.,0.6641417741775513,3895.8,3896.8
 You have a little something.,0.9128385782241821,3900.5,3901.6
 The hell I'm sorry Rick. It's okay little hot. I'm so sorry again wreck spoiled bitch.,0.9128386974334717,3906.3,3918.8
 What will be cool no. Oh cool.,0.8468199372291565,3920.2,3923.5
 pussy,0.5029321312904358,3928.6,3929.1
 it says their practices used to treat the symptoms of psychotic conditions such as schizophrenia and bipolar disorder.,0.7757920026779175,3934.9,3941.0
 I just thought she was weird.,0.8864856362342834,3942.5,3943.8
" Maybe this is a refill. Maybe she's been taking them whole time. Yeah, I think she's ever taken.",0.8190042972564697,3946.1,3951.2
 I think it's time to move in with every,0.841439962387085,3953.9,3955.4
Sorry to stay open.,0.9128385782241821,3996.7,3997.8
 You're really beautiful.,0.772468626499176,3999.5,4000.4
 So are you?,0.8991970419883728,4002.3,4003.1
" Great Lips, okay, Musa",0.8671127557754517,4010.5,4013.1
 cinnamon caffeinated a girl never knows how late she's gonna party.,0.9128385782241821,4014.4,4019.5
Can you try?,0.8410129547119141,4023.4,4024.0
 Cinnamon back to my place but ever made.,0.8452269434928894,4054.7,4064.2
 Well as luck would have it and only a few blocks away.,0.8554596900939941,4066.5,4071.0
 and I don't,0.8703110814094543,4072.3,4073.2
