text,scene
Tell you what...right after work. I'll go into town with you. We'll pick up the sprinkler heads and grab a beer over at Maddie's.,19
Let's see how it goes.,19
"There it is again...""Let's see how it goes..""",19
"Same shit, different day...",19
He ain't gonna show. He likes it here...,20
Thought you might be here...,25
You brought it!,25
"What do you say, chucklehead..?",25
Geese at two o'clock. Request permission to attack.,25
Permission granted...,25
Did they really take a crap on Parson Reilly's head?,25
Oh yeah. It was like he had a bulls- eye painted on it.,25
Gross.,25
Ssshh...,25
One hundred feet and closing...,25
I saw Mrs. Phipps today...She was still hanging around her grave...,25
Did she really die getting her teeth cleaned?,25
Yep.,25
It was only a matter of time before Dr. Vogel killed someone with his stinky breath...,25
She was old. She had a heart attack...,25
A likely story. Vogel's breath has actually stopped charging rhinos. Fifty feet and closing.,25
Anyway...she didn't hang around. I guess she missed her husband.,25
Old man Phipps? The guy with no big toe?,25
Sam-,25
Remember how that stub was always sticking out of his sandals? How gross was that...,25
Well...wherever he is now...I'm sure he's got all his toes.,25
.08 knots. Target acquired...,25
Fire!,25
Mission accomplished!,25
Adios amigos.,25
Uh-oh...,25
"He isn't happy, Sam. That's not a happy honk.",25
Let's get out of here...,25
"Look out, he's actually standing up. Don't try this at home kids...",25
Yee-ha!,25
Wow...and the judges are going insane... Charlie St. Cloud's score is a whopping...minus 10!,25
"Let's see you do better, wiseass.",25
Coming right up...,25
"Here comes Sam St. Cloud's world famous, supersonic, quadruple flying summersault...",25
"I gotta go into town tomorrow. Pick up some stuff...I can already hear Mr. Cavannaugh...""Well, if it isn't 'The Phantom of Waterside Cemetery.'""",26
Dick...,26
And I always manage to run into Fraffie Chapman leading one of her tour groups...,26
The head of the hysterical society?,26
"""Waterside Cemetery is a historical landmark, Mr. St. Cloud, and overgrown hedges will not be tolerated...""",26
"Blow it out your butt, Fraffie...",26
"I wish I could just stay here, Sam. All the time. Just hanging out with you.. .",26
"Yeah, I know... I could go with you...",26
You always end up making me laugh. They all think I'm weird enough already...,26
It's getting dark.,26
Go out for a long one.,26
"Give it all you got, okay?",26
It's a long hard drive. It could be outta here...Sam St. Cloud is on his horse...,26
"He's at the wall now, but that ball is going...going...",26
"Night, Sam...",26
Please leave a message. Beep!,27
"Hi, Charlie, it's mom. I'm just calling to...see how you are.",27
Its been so long since we've seen each other and Portland's so nice this time of year...I was hoping you might come up.,27
"Anyway... Call me soon. Please, Charlie. I love you. Bye.",27
The girls worked day and night on her. Best we ever built...,28
I don't know if I'm gonna win this race or not but I can tell you this for sure...that mainsail... it's going to be seen by sailors on five continents... and it is glorious. Thank you. You did my father proud...,28
Your father would be proud...And damned jealous too...,28
Have you seen your Aunt Abby yet?,28
"No, mom but-",28
"She hasn't got long, so you get your tail over there.",28
I promise I'll see her before I take off.,28
Excuse me. Miss Carroll? Could she have your autograph?,28
I'd be honored.,28
My name is Katie.,28
You're such a great role model for a girl her age...,28
"I'll probably get pretty lonely out there, Katie...Maybe you'd like to email me.",28
"You don't have a boyfriend, do you?",28
"Tess, that reporter is here...",28
It's good for business...,28
"Okay, but you're buying me a beer...",28
"Well, look who it is...What's shaking, stranger?",29
"Hey, Margie...",29
"Come on, let's see 'em...",29
"Blue as they ever were. Pop, Charlie St. Cloud's here. So how are you, Charlie? How have you been?",29
Everything's great.,29
Tess Carroll...,29
"Fewer people have sailed solo around the world than have climbed Mt. Everest, and of those who have...only eight have been women.",29
I guess I'll have to make it nine...,29
"Well, if it isn't the Phantom of Waterside Cemetery.",29
Dad...,29
Mr. Cavannaugh...,29
These heads came in three days ago. I left you a message...,29
"I come from a long line of sailors, and I'm sailing this race for all of them.",29
Her dad owned the sail shop...Great guy.,29
Jim Carroll...,29
You knew him?,29
I buried him.,29
"George Washington visited Marblehead not once, but twice and, see that house over there? Well...",30
"I see you, St. Cloud...",30
"I'm in a hurry, Fraffie... Sorry...",30
"Come back here, St. Cloud...",30
"How's it going there, Charlie?",31
"Long time, no see.",31
Hey...,31
"You see this man here? Best damned shortstop Marblehead High ever had. How many double plays we turn, Charlie? A couple of hundred?",31
Have a beer with us.,31
Thanks but I can't. I-,31
"You owe me, Charlie. Didn't I fix you up with Betsy Lane, the hottest cheerleader in school?",31
I fixed you up with Betsy Lane...,31
"You did? Hell, then I guess it's me who owes you . What are you having?",31
Sam Adams.,31
...Lots of people been married three times...,32
Not to the same woman.,32
Shit...,32
What's-,32
I have to go. . .,32
"Not so fast, Charlie... We think you need a little break from the cemetery...",32
What are you-,32
"We're gonna sail out to the point. What do you say, Charlie? Want to-",32
I can't. I-,32
"Back in the old days...when a sailor didn't want to shove off, he'd get shanghied.",32
They'd conk 'em over the head....,32
Or they'd slip him a micky and-,32
Let go of me...,32
Next thing he knew he was waking up on a boat somewhere in the middle of the North Atlantic.,32
Get out of my way...,32
"We were just messing with you, Charlie....",32
Who's that..?,32
The local color...,32
Idiot! Idiot!,34
Sam! Sam!,35
"Come on out, Sam, I'm not in the mood for games... Please, Sam...please...",35
"Jesus, Charlie...",35
Don't have a cow...,35
Where were you?,35
I was right-,35
I've never been late before... Not once in thirteen years.,35
You aren't late. You're right on time.,35
I just...I got held up in town and-,35
Whoa! You got held up??? No way???,35
Not like that...,35
Oh. ..,35
I want to show you something...,35
"Look, the keel's insane...! It cants, right, but... I wonder how she'd do with flukes...",36
"Whoa, cool! Like on a whale..?",36
I wish I'd gotten a closer look...,36
"Yeah, me too...Tess Carroll's a babe.",36
That so..?,36
"Tess Carroll says: "" My man, Sam St Cloud is a stud and a half. He's got the moves that drive me-""",36
"No, no! OK, seriously. She said: ""We developed the boat specifically for the Around The World Challenge, which starts next week out of Boston Harbor...",36
"So she's gonna sail around the world, huh? Remember when..?",36
Yeah.. .,36
"Yeah, right...A girl ! No way...",36
Get your glove...,36
Wow...,38
What are you doing here? What do you want?,38
"I""m...I just...wanted to see your boat. Up close, I mean...",38
Now you've seen it...,38
I'm sorry if I scared you.,38
You don't scare me.,38
Good...,38
Hey!,38
I just...I really admire your boat design and...I promise you I'm harmless.,38
That so? Because I was at Maddie's today and-,38
"I can explain that. Well...actually, I can't, but... Look...my name is-",38
Charlie St. Cloud.,38
I was two years behind you in high school.,38
Wow...you went to-,38
"Well, it was great catching up but I'd like you to go now, please...",38
But-,38
I mean it.,38
Flukes.,38
What..?,38
On the keel. For windward lift.,38
Flukes...,38
Like on a whale flipper.,38
Good luck with the race...,38
See here..? There's a front moving in from Maine...,38
I'll go around it...,38
Maybe this test run can wait til-,38
"Tell me something, Tink...What would you think about flukes?",38
I'm just a little bit East of the Buzzard Bay light.,41
Good girl. Stay on that course and you should clear the weather..,41
Check in with me later.,41
"Okay, kiddo, here's the deal...if we can't make it through a little low pressure system, how are we ever gonna make it all the way around the world..?",42
What do you say? You up for it..?,42
Let's have some fun...,42
It's weird to think of mom living up in Portland...with a husband and some step kids...,43
She's got a whole new life...,43
I wonder if she ever even thinks about me...,43
"Of course, she does...",43
But why live in a place where it rains all the time and they don't even have a major league baseball team..?,43
Whoa! Cool! Did you see that? Lightning...,43
"Do me a favor, Sam, move away from that tree...",43
Charlie...what could happen? I'm already dead.,43
I don't care...it's making me nervous...,43
Thank you...,43
"Come in Querencia this is team leader one..., come in Querencia this is team leader one...",44
"Oh, Te-ess...where are you? You're pissing me off...",44
Come in Querencia ...,45
Hey big guy what's up?,45
You tell me. What's happenin' out there?,46
"Ahhh, nothing much...",47
Holy shit...,47
What's that..?,47
"I said, it's so damned quiet out here...I'm falling asleep...",47
What's your position?,48
"Ahhh, probably just southeast of the Eagle Island Channel. Quit buggin me; I'm gonna get some shuteye.",49
That makes two of us. Over and out. . .,49
"Bye, Tink...",49
"Oh, my God...",49
"Help me, dad...Help me please...",52
"Sorry, girl, let's go home...",52
Miss Carroll? Tess?,53
Are you okay?,53
"Yeah, I'm okay...I guess, I must have...",53
You...,53
Umm...we meet again...,53
"Beat it, now! Before I report you to whoever's in charge of this place...",53
That would be me.,53
Well...what do you know..?,53
I didn't want to bother you but...,53
"Are you okay? Here, sit down...",53
"I hit some rough weather out by the shoals last night. I guess, it hit me back.",53
"Sure, you're okay..?",53
Yeah...I'm fine...Thanks...,53
"Okay, then...",53
Wait... Last night...when you were sneaking around my boat...what was that all about?,53
I told you. I just wanted to get a better look at her...,53
Are you still racing?,53
"You were the captain of the sailing team, weren't you?",53
Yeah...I sure was. No...I don't race. I don't even sail anymore.,53
How come?,53
I just...don't have the time.,53
"Guess they really keep you hopping around here, huh?",53
You'd be surprised.,53
Didn't you get a scholarship to..?,53
Dartmouth. Yeah...but I ended up sticking around here...,53
"I remember now...It was a drunk driver, wasn't it? I cried when I heard. I cried all day...",53
"I guess, you two were pretty close, huh?",53
Believe it or not...it was my dad who pulled me through out there...,53
I liked what you read that day... ...At his service. It was-,53
You were here?,53
I'm around for most of 'em...,53
"I was pretty out of it that day...It's from a poem by e.e. Cummings called ""Dive For Dreams."" ""Trust your heart if the seas catch fire and live...",53
"""Live by love though the stars walk backward."" I looked it up. But I've got no idea what it means.",53
It's about trusting your heart and taking chances in your life. That was my dad... He died of a heart attack. Too many lobster rolls at Kelly's. I'm sure he'd much rather have been lost at sea.,53
That's exactly what he said...,53
"I mean, I'm guessing he'da said that...",53
"Don't take this personally, Charlie...but you're a little bit...odd...",53
"Oh, I'm way past odd...Ask 'em in town. I'm the Phantom of Waterside Cemetery.",53
"I bet your brother's buried here, isn't he?",53
The white marble over there...the really clean one.,53
Is that why you-,53
I should get going...,53
"Charlie, wait, I-",53
You're hurt...,53
"You've got a nasty gash there...Come on, I'm right down the hill...",53
I thought you weren't afraid of me. ..,53
After you... Phantom...,53
Wow...these are all yours?,54
It's just a hobby...,54
That's the Querencia...,54
Don't tell me...with-,54
Flukes...,54
You seem to have your heart set on redesigning my boat...,54
"No, not at all. I just-",54
"I'm kidding, Charlie. Actually, I'm flattered that you...",54
And what's this..?,54
That's just a project I've been working on.,54
Interesting...,54
"So what do you think? Pretty crazy, huh?",54
I don't know...you might be on to something.,54
You think so?,54
"Yes, I do. And I think...that we should talk about it.",54
Well...maybe when you get back from sailing around the world...,54
"Sure. . . Okay, well, thanks for fixing my head.",54
My pleasure. It...um...looks really good on you.,54
"Goodbye, Charlie...",54
Tonight...,55
What?,55
Lets talk tonight; about your boat. I'll cook you dinner.,55
Hmm...a boat designer and a chef... That's quite a-,55
"Have dinner with me. Please, Tess...What do you say?",55
"Okay, Charlie...what the hell..?",55
Fantastic! Great! I have to go.,55
What..?,55
My place in an hour!,55
"What up, bro? You didn't bring your glove...",56
Shit...,56
No big...Want to go swimming? Or how about-,56
Is it okay if we kinda cut it short tonight?,56
How come?,56
I...I've got a date.,56
You do not...,56
With Tess Carroll.,56
The sailor babe? You're kidding me. ..,56
I kid you not. I'm gonna cook her dinner.,56
Yeah..? And what are you gonna do after dinner?,56
I don't-,56
"I know. You're gonna play tonsil hockey, aren't you?",56
Sam-,56
You're gonna stick your tongue all the way down her throat then jump her bod and do the nasty-,56
Knock it off..,56
I was only goofing around...,56
"I know that, Sam, but sometimes...",56
"What, Charlie?",56
Nothing...,56
"Come on, Sam...",56
"You're sick and tired of hanging out with a kid, aren't you, Charlie? That's why you're going out with her...",56
"Nobody's ever gonna take your place, Sam. Especially not some...girl... You wanna go for a swim?",56
You remember me telling you that I made out with Jenny Childers..?,57
Yeah..?,57
"Well, I was kind of...lying.",57
Oh. . .,57
So...what's it like exactly? To kiss a girl?,57
"Truthfully, Sam...? I can hardly remember myself.",57
"Wow...you know, you really should be building these. This is still my favorite...",58
Querencia...,58
It's Spanish for-,58
The place in the ring where the bull feels safe...,58
"You know your Hemingway. It's also the place where we feel the most secure - It's where we can be ourselves... Where's yours, Charlie? Where's your Querencia?",58
"Right here, I guess.",58
The cemetery?,58
Marblehead... What..?,58
"Come on. Charlie...I love Marblehead too, but...it's like the song says... You can't buy a thrill...",58
Umm...we need more wine...,58
Get a grip...,59
That's my mom.,60
"Charlie, I'm sorry, I was reaching for a book and-",60
It's okay...,60
"When my mom moved up to Portland, we divi'd up the family photos...",60
"I guess, you're not the album type... You and...Sam, right?",60
We were out at the point...,60
Charlie? Was Sam the reason?,60
The reason for what?,60
The reason you stopped sailing.,60
I'm sorry. I-,60
"It's all right... Sam and me...we were gonna sail around the world, too.",60
You were?,60
"Marquesas, Tuamoto, Zanzibar, Fiji...all of those faraway places that hang off the edge of the map by their fingernails...we were gonna see 'em all... After the accident...I tried taking the boat out a few times but...",60
"When I lost my dad...I thought I'd never get over it. But we've gotta keep going, Charlie...",60
"""Trust your heart if the seas catch fire.."" You've got to take a chance...",60
What are you..?,60
Taking a chance...,60
"Timing is everything, isn't it?",60
What do you-,60
"I'm leaving in a week, remember?",60
I oughtta go...,60
Can I walk you? Let me-,60
"Good night, Charlie St. Cloud...",60
I knew you'd find me...,62
It seemed so forlorn...I just had to save it...,62
"Oh, come on, Charlie...what are you waiting for?",62
Yeeeha!,63
The wind's picking up. Standby to let out the main!,63
"Aye, aye. Cap...",63
Let's go out again tomorrow. We can-,64
"Sure, and next time I'll give you a few pointers on how to-",64
"Oh, you will..?",64
Thank you.,64
I've got a million things to do before next week...,64
Sure...,64
We can meet here for lunch. Right after Aunt Abby.,64
Who?,64
"Dumbass grin can only mean one thing...Sonavabitch...Who is she? Give it up, Charlie, or I'11-",65
"Hey, Aunt Abby...You look pretty today.",66
Whatcha looking at? That sparrow?,66
"There he goes... Aunt Abby...? Aunt Abby, I met somebody. His name is Charlie and he's a sailor like me...You'd like him, Aunt Abby, he's very sweet...but he's very sad... Don't tell mom, but I kinda let him get to first base last night. Actually, he got a little bit further than-",66
Tess..?,66
Aunt Abby...,66
"Are you all right, dear?",66
I'm fine. I'm great...I'm...,66
"It's okay, dear. Everything's going to be all right, and I'll see you very soon.",66
It's the first time she's spoken to me in months. I think it's a sign of something...Something good.,67
It's a sign that you're gonna win the race.,67
"Or a sign that you're gonna say, yes, to what I'm gonna ask you...",67
Ask me anything. Whatever it is...whatever you want...,67
Will you meet me in Cape Town?,67
The first leg of the race... that's where it ends.,67
"Tess, I. . .",67
"Will you, Charlie? Please, it would just be so great...",67
"Tess, I just...I...",67
"I know it's crazy, Charlie, I know we just met but...",67
What's wrong?,67
I have to get back...,67
It's...the sprinklers. The timer's all haywire and the whole place is about to get drenched...,67
This won't take long...,68
"Sam? Sam, are you here? Sam...",69
"Oh, my God...",69
"You broke the promise, Charlie...You broke the promise...",69
"Don't go, Sam. You gotta try to hang on.",69
I don't know if I can. It might be too late...,69
Sam...,69
"Why weren't you here, Charlie? Why weren't you-",69
"You're doing it, Sam. See? You're coming back...It's gonna be okay...",69
Where the hell were you?,69
"I'm so sorry, Sam. I-",69
"It's Tess, isn't it, Charlie? That's why you're late. You'd rather be with-",69
"No. No...It'11 never happen again, Sam...I swear to God...You're my brother and I'm not gonna lose you.",69
Maybe you better tell her ...,69
I didn't mean to spy on you...,69
"Charlie, it's okay. I talk to my dad all the time. When I was out there, he was with me. As sure as Sam's here now.",69
I made him a promise that...I'd always take care of him.,69
"I get it, Charlie, I really do...",69
We didn't have a dad like yours. It was my job to protect him...,69
I'm sure you were a great big brother. He was lucky to have you.,69
Let's go.,69
Where?,69
"Your place. We were talking about Cape Town, remember?",69
"Charlie, no!",69
Cape Town...,69
"Don't go, Charlie! Please!",69
Tess...,69
Remember our promise.,69
"I know we just met...But, Charlie...! want to be with you...",69
I can't just take off whenever I feel like it...I have a job...,69
I'm sure your job will still be here...and besides...aren't you the boss?,69
I've got a lot going on. It's hard to explain...,69
It's okay...you don't have to...,69
"Tess, wait...",69
You're right...We barely even know each other...,69
"Tess, please-",69
I've got a race to get ready for...,69
It's not that I don't want to. I'd go if I could...,69
Then what is it? What's keeping you here?,69
"Good luck with your race, Tess. Good luck with everything...",69
"I love you, bro...",69
I love you too...,69
Mom?,70
"Yep Bobo, you got it in one...",70
"I can't come to Cape Town, because every evening I play ball with my dead brother in the cemetery - Of course I'm not crazy!",71
Really... I'm not...,71
Shit...,72
"It's Mary Dempsey, you're doing, ain't it?",72
I don't even know Mary...,72
Yo! Mar-eee...,72
There's nobody here...,72
You sure do look like a night with Mary Dempsey...,72
I just...need some coffee...,72
"Damn...no woman and no coffee...Now, that's messed up...",72
"Come on, boy, let's go for a walk...",73
Hey!,73
"What's up, Loretta? How's the kids?",74
I got one with his arm busted and two down with chickenpox. Thank you for asking...,74
"Hey, Dubby, grab him, will you?",75
Thanks for nothing. Dubby...,75
"So what'll it be, guys?",76
"Goddamnit, Bobo...",77
What's going on?,78
"There's a boat missing, Charlie.",78
Which boat?,78
"Hey Julie, Bobo's gone crazy...!",79
The Querencia...Tess Carroll's boat.,80
Julie...,81
The Coast Guard doesn't have a man to spare. It seems there are some fishing boats in trouble...,82
This is a mistake.,82
"How the hell would you know, St. Cloud?",82
Tess isn't missing. I was with her yesterday.,82
You were with my daughter?,82
"Yes, ma'am, I was. We had dinner together and a picnic and-",82
She hasn't been seen or heard from in over forty-eight hours. She's out there somewhere. She never came back...,82
"Anybody with a boat, please... We can use all the help we can get.",84
What about you? Why don't you make yourself useful and-,84
You're too late...,84
Tess!,85
"Charlie, thank God...I thought I was going crazy or...",85
Tess-,85
"Nobody can see me, Charlie. Nobody but you...",85
Tell me what's happening... Tell me I'm real...,85
They're going out to search for you.,85
Search for me..? But...,85
When you went out on your test run...you ran into that storm front...Do you remember what happened?,85
I lied to Tink about my position... I remember asking my dad for help and then...the next thing I knew...I was there at his grave...,85
When you went out on the Querencia...you didn't come back.,85
What..? No...that's...,85
Tess...I can see you...because I can see Sam.,85
I am not dead!...,85
Tess...,85
I have a whole life to live. I want to sail. I want to love.,85
No. . .,85
I'm so cold...why am I so..?,85
"Tess, hang on...",85
"Find me, Charlie...",85
"Tess, please-",85
Come find me...,85
No. . .,85
"Open up, Charlie, I know you're in there. You gotta knock off the crazy shit, Charlie!",87
"We got a six P.M. service, and we're short on crew.",87
I'll be right there...,87
"We thank you Lord for the life of a great man. We are grateful for his devotion to a fireman's duty, for his dedication to the preservation of life, etc...",88
Charlie.,89
Charlie St. Cloud.,89
Yeah..?,89
"It's been a long time, Charlie...Thirteen years...",89
"I'm sorry, I...",89
"June 9th, '95. Bridge Street and Flint.",89
I'm sorry I didn't recognize you...,89
"It's so good to see you again...I'm Florio, by the way. Florio Ferrente.",89
So how did you..?,89
"Apartment fire over in Revere... Little girl saved her kitty, I saved the little girl...but no one saved me...",89
I'm sorry.,89
It's the job. I wouldn't have it any other way. I've thought about you over the years...I've thought about you a lot. . .,89
You have?,89
"Twenty seven years on the job, Charlie, and you...you were my only miracle.",89
"I always figured that there must have been some purpose to it...Am I right, Charlie?",89
I don't...,89
A miracle without one is just...God showing off...,89
Hello.,89
This is my brother-,89
Sam.,89
Do you know me?,89
"“Muor giovane coluiche al cielo e caro."" ""Whom the Gods love die young.""",89
I was the one who brought your brother back. After the accident.,89
Oh. . .,89
"I want you to know that it broke my heart, letting you go...but I could only save one of you, and Charlie had the best chance.",89
You did your best...you saved Charlie.,89
My only miracle...,89
You hear that? That's my favorite part of the service...,89
"You have yourself a great life, Charlie. Bye, Sam...",89
"You ever think, Sam...that maybe we made a mistake?",89
About what?,89
"It seemed like such a good idea. A great idea...only now, I'm not so sure...",89
Charlie...how can you-,89
"There's more for us, Sam, there's got to be.",89
"I know what's going on, here, Charlie.... don't think I don't.",89
It's not what you think...,89
"You're a liar, Charlie. You're-",89
"Sam, Tess is...dead.",89
What..?,89
She went out in the storm...She's lost at sea...,89
But...she was here the other day...,89
That was her spirit...,89
Charlie...Charlie...I'm sorry...,89
"I'll see you tomorrow, okay?",89
Okay...,89
I knew you'd find me.,90
"Come find me, Charlie. Find me....",90
Tess...,90
I am not dead!,90
My God...,90
This morning you said we were wasting our time.,91
I was wrong. She's out there somewhere but she's running out of time...,91
"Even with a survival suit, the Coast Guard's putting her chances at slim to none.",91
Tink-,91
We're going back out in the morning.,91
"If you won't go, then lend me your boat.",91
Sonavabitch!,91
"Go on, throw me overboard. I'll get another boat. And another one if I have to..",91
You don't even know her!,91
"I know she sailed into the storm, not around it. I know you've been searching in the wrong goddamn place...",91
How do you know..?,91
A week before the race...wouldn't she want to test her boat in heavy- weather? Maybe you're the one who doesn't know her..,91
The first time I catch you talking to somebody that I cannot see...you're going in the water.,91
Tess! Tess!,92
Come in. Coast Guard. Coast Guard can you hear me? Come in Coast Guard...,93
How are we on gas?,93
Getting low. We can refuel and pick up some sandwiches at Portsmouth.,93
You wanna grab some sleep?,93
No...I'm good...,93
"Where are you, Tess? Where are you..?",94
Thanks.,94
When that sun goes down it's gonna be like sailing through a tunnel.,94
We'll find her. And we'll be back before the sun goes down...,94
Tess! Tess!,94
Head for Shark's Bay...,94
"Shark's Bay, Pilot Rock, Boon Island, Cape Porpoise...Newburyport... ...That just leaves...",95
It leaves about one hundred square miles of-,95
I know where she is.,95
Mingo Rock! That's gotta be twenty miles out...,96
