scene,start,end,score,query,script
39,2440.0,2457.8,80.74534161490683,You're seeing a live feed from our affiliate down here in Mexico City. This image has not been adjusted or enhanced in any way what you're seeing is real. It's unbelievable everything they wrote in science books is about to change told you.,... You're seeing a live feed from our NBC affiliate down in Mexico City.  The time there is 7:17pm. This image has not been adjusted or enhanced in any way.  What you're seeing is real. Everything they wrote in science books is about to change.
40,2475.5,2479.9,81.25,Some people probably thinking this son of the world. That's true.,Some people are probably thinking this is the end of the world.
40,2491.6,2493.0,89.23076923076923,I wasn't the answer you wanted.,That wasn't the answer you wanted?
40,2496.8,2502.2,86.56716417910448,Can you pretend to be like a used to be give me some comfort?,Can you at least pretend to be like you used to be?  Give me some comfort?
40,2682.5,2683.7,100.0,So which type are you?,So which type are you?
40,2727.4,2728.5,72.41379310344827,You know why? She said that?,Do you know why she said that?
40,2731.6,2739.6,80.0,Because the nerve endings in her brain were firing and she died and some random memory of us at one of your baseball games just popped into her head.,"Because the nerve endings in her brain were firing as she died, and some random memory of us at one of your baseball games popped into her head. There is no one watching out for us Merrill.  We're all on our own."
41,2886.6,2902.1,83.18264014466547,The air and fell straight down. I caught it on tape that he played all morning. The footage looks like the bird flew into wall in the sky. I found the bird is his head was crushed in. They think they have some kind of invisible shield thing going like like an optical illusion still there.,"They caught it on tape and they've been playing it all morning.  They found the bird.  His head crushed in.  When you see the footage it looks like the bird flew into a wall in the sky. They think they have some invisible shield thing going, like an optical illusion."
43,2958.6,2960.3,100.0,So the aliens can't read our minds.,So the aliens can't read our minds.
43,2972.4,2996.5,69.07894736842105,"Okay, everything is booked. This is probably very small like my height because as the brains developed or no usual physical development It also says it probably vegetarians because they would realize the benefits of such a diet who wrote This Book scientists have been persecuted for their beliefs. I mean, they're unemployed we can make fun of it and forget it. This is serious.","It says they're probably very small   like my height   because, as their brains developed, there was no use for physical development. It says they're probably vegetarians, because they would have realized the benefits of such a diet."
43,3001.6,3002.6,100.0,I don't know what got into me.,I don't know what got into me.
43,3090.8,3097.3,90.7488986784141,That's enough from Doctor bamboo for now. Everybody in this house needs to come down eat some fruit or something.,That's enough from Dr. Bimboo for now.  Everybody in this house needs to calm down and eat some fruit or something.
45,3150.2,3154.2,85.4368932038835,I don't think something bad will happen Morgan.,You don't think something bad will happen do you Morgan?
45,3155.4,3158.3,77.33333333333333,Why you're when your feelings again?,"Why, you got one of your feeling again?"
45,3166.0,3167.8,72.72727272727273,Won't let anything bad happen to you.,"If it does, I won't let anything bad happen to you."
45,3169.5,3171.1,100.0,I don't want you to die.,I don't want you to die.
75,5662.7,5666.0,100.0,I was just taking a walk before dinner.,I was just taking a walk before dinner.
75,5670.9,5672.0,78.26086956521739,It was meant to be.,I guess it was meant to be.
