scene,start,end,score,query,script
86,4226.0,4230.8,75.2,You sure haven't let anything take your spirit No not tonight.,"Well, it's that you sure haven't let anything take your spirit."
86,4241.8,4244.5,68.0,Believe you tell me all you just did and then you flirt with me.,can't believe you tell me all you just did and then you flirt. Why is the government..
88,4379.5,4380.9,80.76923076923077,I will take you up on that.,I'll take you up on that?
88,4422.4,4429.7,82.5910931174089,"Every thought I had about you and the millions the one that never occurred to me, so my mind wasn't exaggerating.",Okay..Of every thought had about you and there were millions...the one that never occurred to me was that my mind wasn't exaggerating.
102,4467.9,4475.7,76.42276422764228,You have to see your father one of the few people willing to talk to you.,He's one of the few people willing to talk to you.
103,4487.7,4489.6,95.1219512195122,Your son is here to see you. Mr. Madison.,"Your son is here to see you, Mr. Madison?"
106,4520.5,4547.8,84.40065681444992,My gosh you're not asking of what what I'm asking is did You fabricate earnings for the analysts and either knowingly or accidentally put me in this spot. Did you do that? And if you did are you still looking even at this moment for a way to handle it and me without telling me you committed a criminal act and that way just easy.,"Did you do something to fabricate earnings for the analysts and either knowingly or accidentally put me in this spot? Did you do that? And, if you did, are you still looking, even at this moment, for a way to handle it and me without telling me that you committed a criminal act?"
106,4643.9,4673.5,79.26267281105991,And I wish that I could somehow Express out. What is happening to you is the most wrenching experience of my life and it's not just emotional. It's physical. It hurts in a profound deep way my muscles my skin like those side effects. I got from Lipitor. I am languishing in every way because what you going,"didn't think it would ever touch you..and wish could somehow express how what is happening to you is the most wrenching experience of my life. And it's not just emotional. It's physical. It hurts in a profound and deep way..my muscles, my skin..like those side effects got from Lipitor am anguishing in every way because of what you are going th"
106,4677.1,4685.1,78.37837837837837,"Stop damn narcissist. No, you don't you can't cry you ethical mutant.",Stop. You damned narcissist..No you don't.. You can't cry. You ethical mutant..
107,4694.0,4697.0,68.85245901639344,"I'm going to miss you, babe. Echo that.",I'm going to miss you.
108,4883.2,4892.8,79.78142076502732,George I worked for a boiler stock operation when I was 19. There was a violation,"George, worked for a boiler stock operation when was There was a violation and got one year probation."
108,4897.8,4900.3,72.22222222222221,and you're bringing this up now because,Why are you bringing that up now?
108,4936.8,4947.2,80.23598820058997,I need you to go because my events some wrestling match with myself here. I can't trust myself not to manipulate you. I don't know if I'm doing it now.,Finally and at last not your problem. need you to go because am in some wrestling match with myself here. can't trust myself not to manipulate you don't know if I'm doing it now. think am.
108,4975.3,4982.4,94.23076923076923,If you were to plead out the sentence would be three years with a chance of getting it down to less than 2.,If you pled out the sentence would be three years with a chance of getting it down to less than two..
112,5171.2,5173.6,72.22222222222221,"Great good, I hope so.",Good. hope so.
112,5175.1,5186.3,89.3854748603352,"Okay, so I'll see you soon and we'll just hang out. I mean do you feel like hanging out or yes?","Okay. I'll see you soon and we'll just hang out. mean, do you feel like hanging out?"
114,5276.6,5291.7,80.0,I think the answer to what you're talking about is to stop talking Taniya voice to the thing. It's falling apart. Right? No lip service. That's my advice to you. Right which I think I got from you. Now. Sorry to handle you in the situation like this. It was just an impulsive going to let go now.,think the answer to what you're talking about is to stop talking. Just deny a voice to the thing that is falling apart. No lip service. That's my advice. Which think got from you. Sorry to handle you and the situation like this but it was an impulse. I'm letting go now. Don't hit me.
115,5516.6,5520.3,68.8,Tell you not to worry about you job in any way.,Just wanted to drop this off..Tell you not to worry about your job in any way.
115,5521.5,5524.3,72.5,"Oh my God, that's great to hear. Thank you.","Well, that's oh-my God great to hear."
115,5738.3,5752.3,68.32298136645963,Function for me your life. So that allows me to propose to you that we get married. I want to marry you.,And that allows me to propose to you that we get married.
117,5995.8,6001.0,73.46938775510203,I was weird that you were off so fast for the next bus.,No. Just weird that you were off that fast.
117,6014.0,6021.1,73.07692307692308,Will what is this? I think this is the opposite of a bus strike.,think it's the opposite of a bus strike.
117,6030.8,6034.5,82.17054263565892,"Oh, I didn't tell you we're not living together right now.",Ummm. didn't tell you we're not living together right now? thought did.
117,6045.3,6057.9,83.94495412844036,"We're still working on things, but from a different slant he gets back tomorrow. He's throwing me a belated birthday party tomorrow night. It's going all out not my choice, but when you're in something you",We're still working on it from a different slant..he gets back tomorrow. He's throwing me a belated birthday party tomorrow night. Going all out. Not my choice but when you're in something you've got to give it everything you have.
119,6126.8,6136.2,77.38693467336684,"George I think I figured it out. I don't want to talk right now. Well, could you give me some indication tomorrow?",think figured it out. don't want to talk right now. I'll come see you tomorrow night.
124,6341.2,6344.9,70.96774193548387,"okay, maybe I don't get on a knee for this but",Okay. Maybe don't get on a knee for this but...
124,6387.0,6390.8,69.14893617021276,My father gave my mother a watch him boom seven years later. They were engaged.,It doesn't say it. You just know it..my father gave my mother a watch and four years later they were engaged.
126,6497.2,6498.3,100.0,Thanks for not rushing me.,Thanks for not rushing me.
126,6556.1,6574.5,76.69902912621359,"Okay, I believe you so Kay zufall discovered that her little kids like squeezing the goo a lot more than hard modeling clay. So she suggested to her brother-in-law Joe the color the stuff nice.",Kay Zoofall discovered that her little kids liked squeezing the goo a lot more than hard modeling clay. She suggested to her brother-in-law Joe that they color the stuff and call it Play-Doh. Lisa is jazzed by the tale.
126,6665.2,6675.3,79.04191616766467,I need to talk to you really and that means I need to get you out of this party. What is that? Is that feels out of the question? You just probably nothing to talk about.,need to talk to you. Really. And that means have to get you out of this party. And if that feels out of the question to you; there's probably nothing to talk about.
126,6681.7,6684.2,67.64705882352942,I'm gonna go wait out at the bus stop for the next.,I'm going to wait at the bus stop for the next DAYS..No. I'll hang out there a while.
126,6768.2,6774.1,71.57894736842105,But I want you to take into account that I'm the kind of guy who has the confidence to say that which is it's kind of a big deal.,You know what. Go ahead. Hang out. But want you to take in that I'm the kind of guy who has the confidence to say that. That's key to any decision you make.
