transcript,confidence,start,end
 Used to live today and soon it will be.,0.5495634078979492,2445.8,2453.9
 Don't you see?,0.8907055854797363,2473.3,2475.0
 He left here.,0.7192363739013672,2476.9,2480.6
 And rest against my shoulder.,0.9128385782241821,2488.2,2492.2
 How fast the minutes Fly Away dear Fantine Cosette will be here soon.,0.9128386378288269,2494.8,2508.8
Dear Fantine she will be by your side cause I can't let you out. Where did you go? He had Beast.,0.8340031504631042,2511.3,2528.4
child will want,0.7891896367073059,2548.2,2550.0
 income,0.9128385782241821,2557.2,2558.2
 I'll see.,0.9128385782241821,2573.2,2574.3
"Song At Last we see each other plain Monsieur Le mayor, you'll wear a different chain before you say another word Javert before you chain me up like a slave again. Listen to me. There is something I must do this woman leaves behind a suffering child.",0.7220948934555054,2599.4,2629.3
 There is none but me who can intercede in Mercy's name three days are all I need. Can I return I pledged my word then I'll return must think me mad. I've hunted you across the years men like you can never change a man such as you,0.8933244347572327,2629.9,2654.1
 nothing,0.9128385782241821,2663.2,2663.8
" Nothing of Javert. I was born inside a jail. I was born with scum like you I am from the gutter, too.",0.9128385782241821,2691.2,2701.5
 Is it cause I like to go there in my sleep aren't any floors for me to sweep not in my castle on a cloud. There is a lady all in white holds me and sings and Loverboy. She's nice to see and she's soaked.,0.6723018288612366,2727.3,2756.4
" your touch she says God said, I love you very",0.6771025657653809,2756.7,2762.0
 I know a place where no one's lost. I know a place where no one cries crying at all is not allowed not in my castle on a cloud now. Look who's here.,0.8434227108955383,2764.2,2786.0
" The little Madam herself pretending once again, she's been so awfully good better not let me catch you slacking better not catch my eye. Ten rotten francs. Your mother sends me. What is that going up boy?",0.8920354843139648,2787.0,2803.3
 Now take that pail my little Mademoiselle and go and draw some water from the well.,0.9128386974334717,2804.7,2811.2
 We should never have taken you in in the first place that stupid things that we do like mother like daughter the scum of the street. I've been linked on my dear bunny. Let me see you not very well in that little blue birds. There's some little girls who know how to behave and they know what to wear and I'm sorry Evan for that still there Cosette you'll tease will do you no good. I told you fix a water from,0.8696331977844238,2813.0,2842.6
" Well in the wood, please do not send me out shut your face or I'll forget to be nice. You heard me or something, and I never ask twice.",0.9128384590148926,2842.8,2861.1
" Wakey wakey, we're opening I love you. I love you so much.",0.8788092732429504,2863.5,2868.6
 My band of soaks My Den of dissolutes mod a jugs. My always pissed as newts.,0.8449433445930481,2877.8,2892.2
" My sons of whores no, no spend their lives in my Inn wakey-wakey. I'm in pigeons. How many life?",0.9128386974334717,2893.5,2912.3
 And they crawl out on all fours. Thank you. Welcome Monsieur sit yourself down and meet the best Innkeeper in town. As for the rest all of them Crooks rooking the guests and cooking the books seldom. Do you see?,0.912838339805603,2918.9,2946.0
" Honest men like me a gent of good intent who's content to be Master of the House Doling out the charm ready with a handshake and an open Palm tells a saucy tale makes a little stir customers. Appreciate a bon viveur glad to do a friend a favor doesn't cost me to be nice, but nothing gets you",0.6627840399742126,2947.8,2975.9
 Housing everything has got the Master of the House Keeper of the zoo ready to relieve them off of so old to watering the wine making up the white picking up their knickknacks when they closed see Stripes. Everybody loves a landlord. Everybody's bosom friend. I didn't know if it pleases Jesus when I bleed him in the end. That's right.,0.6802820563316345,2976.1,3002.9
 food Beyond Compare Food beyond belief mix it in a mincer and pretend it's beef kidney of a horse liver of a cat filling up the sausages with this and that,0.9128383994102478,3023.9,3035.3
 In Surah welcome Bridal Suite is occupied reasonable charges plus some little extras on the side charge em for the lice extra for the mice two percent for looking in the mirror twice hand over here a little slice there a little cut three percent for sleeping with the windows shut when it comes to fixing prices. They're a large tricks. I knows how it all increases are.,0.775627851486206,3036.0,3065.9
 Let's make some pieces Jesus. It's amazing. I'm sorry long.,0.8079437017440796,3066.1,3072.9
 I used to dream that I was my sir Prince because I'm I see have you seen what's happened since my son isn't worth my spit comforter philosopher and lifelong shit cunning little brain regular Voltaire thing.,0.6634055972099304,3079.9,3108.1
" He's quite a lover, but there's not much what a cruel trick of nature. Let it be allowed. God knows I've lost it leaving with his boss it in the house.",0.9041035175323486,3108.2,3123.9
hush now,0.9128385782241821,3180.3,3181.5
 Do not be afraid of me. Don't hide show me where you live.,0.9128386378288269,3182.7,3190.3
 Tell me my child. What is your name?,0.9128385186195374,3191.9,3195.0
 I'm called Cosette.,0.8001384139060974,3197.0,3199.3
 Can I help you with your bucket? I found a Wandering in the wood This Little Child. I've handed trembling in the shadows and I am here to help Cosette. How will settle any debt you may think proper? I will pay.,0.7934983372688293,3204.8,3228.9
 What I must pay to take cause head home away.,0.7646685242652893,3230.0,3236.0
 I love this is a duty I must heed.,0.7581087946891785,3238.6,3244.2
 There is a promise I have made for I was blind to one in need need.,0.881820023059845,3247.7,3255.3
 I did not see what stood before me.,0.7803481817245483,3257.2,3259.9
 Your mother is with God.,0.7992100119590759,3264.4,3266.7
 Suffering is over and I speak here with her voice.,0.9128385782241821,3270.7,3280.5
 And I stand here in her place and from this day and Evermore. Let me take your coat with you because then shall live in my protection. You are very welcome here. I will not forget my mom take a drink.,0.912838339805603,3282.4,3307.4
 Because I said so have a father now.,0.9039566516876221,3308.9,3313.5
 What to do what to say shall you carry our treasure away? What the gym? What the burn?,0.9128386974334717,3317.3,3328.7
" Beyond rubies, he's our little girl, how can we talk of dead? Let's not haggle for darling Colette Cosette Cosette dear Fantine gone to rest have we done for a child with his best? I think so shared our bread shared each bone treated her like she's one.",0.8952482342720032,3329.8,3359.3
 Like I miss you because of your feelings. Do you credit sir? And I will ease The Parting blow let us not talk of Bargains and Bones in greed now. May I say we are,0.7936488389968872,3360.8,3377.2
" agreed what's called fit the bill if she hadn't so often then he'll listen to you cost us dear medicines are expensive Monsieur note that when the garage door, so it's no more than we Christians must do.",0.7885209321975708,3378.5,3403.7
 No More Words,0.9128386378288269,3406.3,3407.3
 Here's your price fifteen hundred for your sacrifice. Come Cosette.,0.9114944338798523,3408.3,3414.7
" Say goodbye. Let us seek out some friendlier sky, thank you. Both pork is dead here at home. Take you too long to forget farewell courgette.",0.9128385186195374,3415.8,3432.8
" Where I go, you will be to be like a pepper.",0.7513458728790283,3441.2,3446.7
 This is true. I'll be father and mother to you. Oh.,0.7931519150733948,3450.5,3457.3
" No, not enough. There's a cover it do what the devil have you done?",0.7823840379714966,3462.0,3466.3
 Where's the child Cosette?,0.9128385782241821,3468.5,3469.5
 Look at what we got. So just suck it what it's all about next time around. I promise I'm gonna get that long.,0.7569887638092041,3485.2,3492.2
 You're here. Suddenly. It starts can two anxious Hearts Beat As One.,0.9128386378288269,3506.5,3516.1
 Yesterday I was alone today.,0.9128385782241821,3519.0,3522.4
 Something is still. Unclear.,0.9038650989532471,3526.2,3528.1
 Something not yet here.,0.9128385782241821,3529.3,3531.7
 has begun,0.806665301322937,3532.8,3534.2
 suddenly the world seems indifferent Place somehow full of grace full of light.,0.8778488636016846,3539.9,3549.7
How was I to know then so much. Hope inside me?,0.8790058493614197,3552.9,3558.6
 What is past is gone now? We journey on through the night.,0.9128386378288269,3560.8,3568.8
 How was I ain't know what lost that happiness can come so fast trusting me the way you do. I'm so afraid of failing you just a child who cannot know that danger follows where I go. There are shadows everywhere and memories. I cannot share.,0.912838339805603,3570.3,3594.3
 Never more alone.,0.8867796063423157,3596.2,3598.2
" Nevermore apart, you have won my heart like this.",0.9128385186195374,3599.7,3606.2
 You are brought the gift of life.,0.7022208571434021,3609.7,3612.0
 So long denied me.,0.9128385782241821,3614.0,3616.5
" Suddenly, I see what I could not see something suddenly.",0.9128385782241821,3618.3,3628.5
 Has been gone.,0.9068247675895691,3631.5,3634.2
Who's dead please? Miss you?,0.8034812808036804,3763.7,3766.2
 I need your help.,0.9128385782241821,3767.3,3768.2
 I see you love man. Who are you?,0.7418612241744995,3775.3,3777.2
 first of all,0.9128386378288269,3779.0,3779.7
 I fell under my cars.,0.9128385782241821,3781.1,3782.6
 You saved my life Monsieur bushel of we need a place of sanctuary this child and I we need I need to disappear will give thanks for what is Grant heard.,0.8592788577079773,3783.9,3795.8
 What the sisters may want to hear?,0.7839702367782593,3797.5,3800.0
 Here we pray for New Beginning who's here. Our lives can start again.,0.8023488521575928,3802.6,3812.9
 I'll turn the darkness.,0.8182611465454102,3835.8,3837.7
 a fugitive running,0.898021399974823,3839.0,3841.0
 fallen from God fallen from Grace God be my witness.,0.9128385782241821,3842.9,3852.9
 I never shall yield.,0.7821372151374817,3854.3,3856.0
 Till we come face to face till we come face to face. He knows his way in the dark. Mine is the way of the Lord those who follow the path of the righteous shall have their reward and if they fall as Lucifer fell the Flames the soul.,0.908918559551239,3857.6,3886.9
 stop,0.6623600125312805,3889.7,3890.0
 in your multitude scarce to be counted filling the darkness with order and lies.,0.8913362622261047,3892.3,3904.9
" You are the Sentinels silent and sure keeping watch in the night keeping watch in the night, you know your place in the sky.",0.9128385186195374,3906.9,3922.8
 you hold your course and your aim and each in your season returns and returns and is always the same and if you fall as Lucifer fell you fall in flames and so it must be for so it is written on the doorway to Paradise that those who falter and those who,0.9128382802009583,3924.2,3953.5
 I must pay the price.,0.7704464793205261,3954.9,3957.2
 Lord let me find him that I may see him safe behind will never rest.,0.9128386974334717,3964.7,3977.2
 Till then This I Swear This I Swear by the Stars.,0.9128385782241821,3978.6,3987.4
" YouTube has got flush. These are my people. Here's my patch. Not much to look at nothing Posh. Nothing need you call work, too.",0.6126381158828735,4059.8,4068.5
 Touch. This is the school more horses. So it's we didn't crumbs on it sits up on the teeth. What the hell think you're poor follow me.,0.7805764079093933,4068.7,4084.7
" There was a time we killed the king. We tried to change the world too fast. Now, we have got another king. He is not better than this is the land of liberty now when we fight we fight for equality everyone's ego when they're dead. Take your place.",0.866118311882019,4097.8,4121.3
 Take your chance baby went it's gonna end when we got it. Something's Gotta happen. Now. Where is the king? Who runs this show only one?,0.8797847032546997,4121.7,4151.3
" Man, General Lamarque speaks for the people here below Lamarcus ill and fading fast won't last a week out. So they say with all the anger in the land how long before the judgement day before we cut the fat ones down to size.",0.6783871054649353,4151.5,4170.0
 Tomorrow we meet here at General lamarque's house bring of the same. You bring on our family to The Straits.,0.8154087066650391,4182.8,4196.7
Hey them share. What's new with you holding to overthrow the state. You still pretending to be poor. Come on. I know your grandpa's Rich won't take a franc that I'm not all of those bridges have been burned. I like.,0.7587046027183533,4216.9,4235.0
 You talk Monsieur. I like the way you always tease.,0.9128385782241821,4235.7,4240.1
 That's all he see.,0.9086694121360779,4249.5,4251.8
 A 9 everyone is you know your place bruise on Bap a like soon human pain us. What for the law with eponine. Take care. You turn on the tears. No mistakes my dears.,0.6721529960632324,4282.1,4298.4
 Raising miss here. Come this way. Here's a choice that I'd eaten today. Save a Life spare suit not rewards are the goods that shit Joe. Wait a bit.,0.7268567085266113,4300.9,4319.9
" No, that's fine.",0.7490741610527039,4321.4,4322.2
" I ain't the world a remarkable Place men like me. Don't forget. You're the bastard that borrowed Colette Cosette. What is this? Are you mad? No, Monsieur. You don't know what you say. You know me. I know you and your better dig dies it blows up.",0.8670997619628906,4324.7,4350.5
" It's job at another ball on the Square. Another stink in the air was the witness to this. Well, let him speak to Javert Welsh rally streets are not safe. Well, let these Vermin beware. We'll see that Justice is done. Look upon this Fine Collection crawled from underneath the stone this swarm of worms and maggots could have picked you to the Bone. I know this man over here.",0.8170207738876343,4353.6,4383.4
 I know his name and his trade and on your witness Monsieur. I'll see him suitably paid.,0.8064749836921692,4383.8,4388.1
" It was the gentleman gone and why on Earth would he run your lover job to finding he's not only seems to be and that girl he Trails behind him is the child stole from me. Yeah and me. Yeah, but for us could it be his that old? Jailbird that the tide now washes in but my name and started running",0.9128382205963135,4391.3,4419.6
 Yeomans point to him in the,0.7715106010437012,4420.1,4423.7
 absence off of it,0.9128385782241821,4424.9,4427.4
 dear inspector,0.8787604570388794,4428.8,4430.0
 may my God.,0.7098722457885742,4431.5,4432.9
 and remember,0.9128385782241821,4436.5,4437.8
 when you've nicked in it was me. What told you so let the old man keep on running. I will run him off his feet.,0.9128385186195374,4439.9,4455.7
 Everyone about your business clear this garbage off the street.,0.9128385782241821,4460.4,4463.8
 Cosette,0.5918248891830444,4466.4,4467.1
 Now I remember.,0.9128386378288269,4468.9,4470.2
" Cosette, how can it be?",0.9128385782241821,4471.8,4475.5
 We watch hildren together.,0.839131236076355,4477.1,4480.3
 Look what's become of me.,0.9128385782241821,4482.6,4486.5
" Eponine, who was that girl Bourgeois two-a-penny thing eponine fine for me. What will you give me anything? Got you all excited now, but God knows what you see in her, aren't you? All delighted now? No, I don't want your money, sir.",0.912838339805603,4489.9,4512.2
 This is his for me discover where she lives through careful. How you go? Don't let your father know.,0.9085715413093567,4517.9,4526.9
 And I'm lost until she's far.,0.8255314826965332,4528.4,4532.8
 You see I told you so.,0.9088097214698792,4534.6,4537.0
 There's lots of things I know Pony.,0.9128385186195374,4538.7,4543.3
 She knows her way around so near its stirring the blood in their veins and yet beware.,0.9128386974334717,4545.2,4566.5
 Don't let the wine go to your brains. We need a sign to Rally the people to call them to Arms to bring them in life Maurice. Wake up. What's wrong today? You look as if you've seen a ghost some wine and say what's going on a ghost. You say a ghost. Maybe she was just like a ghost to me one minute.,0.9128382205963135,4568.4,4598.0
 Then she was gone.,0.8412466049194336,4598.5,4600.0
" I am a cock why I'm a gossip is now you've seen love at last. I've never heard him. Ooh, and you talk of battles to be won here. He comes like dongju one. It is better that no. No it is time for us all to decide Who We Are",0.7868695259094238,4602.0,4631.6
 We fight for the right to a night at the Opera run now.,0.9128386378288269,4633.9,4638.2
 Have you asked yourself? What's the price you might pay? This is simply a game for a rich young boy to play. The colors of the world are changing Day by Day red the blood of angry men black the dark of Ages past red a world about to Dawn.,0.9128382802009583,4639.5,4668.7
 Block the nice that ends our July lost. Have you seen her today might know how it feels to be struck to the bone in a moment of breathless Delight had you been there today. You might also have known how your world may be changed in just one burst of light and what was right seems wrong. And what was,0.6830974221229553,4669.1,4698.9
" was wrong seems right red. I feel my soul on fire like my world if she's not then there is you no longer a child. I do not doubt you mean it well, but now there is a higher call.",0.7897237539291382,4699.0,4726.7
 We strive towards a larger cold. How is it Alive's don't count at all red the blood of angry. Listen everybody.,0.7250743508338928,4730.3,4758.9
 D General Lamarque is dead Lamarque. His death is the hour of Fate The People's man his death is the sign we owe a funeral day. They will honor his name with the light of rebellion Ablaze in their eyes. The camels have week. We will Kindle our Flame.,0.8625451922416687,4759.0,4788.2
